"Ainsworth_Rookwood2" "Ainsworth_Rookwood3" "Badcock_RealLifeInLondon_2" "Bird_Calavar" "Bird_SheppardLee1" "Bird_SheppardLee2" "Bird_TheInfidel_v1_1835" "Bowring_MinorMorals1" "Bowring_MinorMorals3" "BrownCharlesBrockden_ArthurMervyn_1793" "BrownCharlesBrockden_EdgarHuntley" "BrownCharlesBrockden_Wieland" "Cooper_LastMohicans_1" "Cooper_LastMohicans_3" "Cooper_LastMohicans_4" "Cooper_Monikins" "Cooper_PocketHandkerchief" "Cooper_TheBravo1" "Cooper_TheBravo2" "Edgeworth_HarryandLucy2" "Edgeworth_HarryandLucy3" "Edgeworth_HarryandLucy4" "Edgeworth_Helen" "Ferrier_Destiny1" "Ferrier_Destiny3" "Galt_Spaewife2" "Galt_Spaewife3" "Gilman_RecollectionsofSouthernMatron_1" "Godwin_StLeon_2" "Hawthorne_BlithedaleRomance" "Hawthorne_MossesFromAnOldManse" "Hawthorne_ScarletLetter" "Irving_BracebridgeHall" "Irving_HistOfNY" "Irving_RipVanWInkle" "Landor_PericlesAndAspesia1" "Lippard_QuakerCity" "Lytton_LastDayOfPompeii1" "Lytton_LastDayOfPompeii3" "Melville_MobyDick" "Melville_Omoo_1847" "Melville_PiazzaTales" "Poe_Assignation_1834" "Poe_Berenice_1835" "Poe_CaskOfAmontillado_1846" "Poe_FactsOfTheCaseOfMValdemar_1845" "Poe_FallOfHouseUsher_1839" "Poe_HopFrog_1849" "Poe_Ligeia_1838" "Poe_MaskOfTheRedDeath_1842" "Poe_Metzengerstein_1832" "Poe_Morella_1835" "Poe_ShadowAParable_1835" "Poe_TheManOfTheCrowd_1840" "Poe_TheMesmericRevelation_1844" "Poe_TheOvalPortrait_1842" "Poe_TheSphinx_1846" "Quincey_EnglishMailCoach_1849" "Quincey_Klosterheim" "Quincey_TheCaesars_1851" "Scott_TheAbbot" "Scott_ThePirate_1822" "Scott_Woodstock" "Southey_TheDoctor1" "ADream_1831" "BelOfPrairieEden" "ChroniclesOftheCanongate" "ConfidenceMan" "Destiny2" "HarryandLucy1" "KingPest_1835" "LastDayOfPompeii2" "LastMohicans_2" "MinorMorals2" "NickOfTheWoods_1837" "NotebookEnglishOpiumEater" "Ormond_1799" "PericlesAndAspesia2" "RealLifeInLondon_1" "RecollectionsofSouthernMatron_2" "Rookwood1" "SketchBookOfGeoffreyCrayon" "Spaewife1" "StLeon_1" "TheDoctor2" "TwiceToldTales"
"upon" 0.459445770928298 0.511170845635218 0.19790454016298 0.271671116302353 0.267917937179905 0.271026531299902 0.288216383992905 0.227076746191434 0.149930801168691 0.241529688024153 0.306316046085196 0.26833088476342 0.0625629029186954 0.0652936855564926 0.0707271292946329 0.0588470187679956 0.0315066065415592 0.0494004580769749 0.0717628238671192 0.126634205504129 0.147626237208522 0.153142021822738 0.210056452671656 0.25434415542779 0.246762655075614 0.0979575843659695 0.100974265207543 0.0322632682690757 0.299354435651812 0.179650926448026 0.275718985026548 0.210683457134946 0.199205113575925 0.229324269999635 0.175669740887132 0.217859530116604 0.258893691777814 0.199427386711423 0.231839258114374 0.26676066804493 0.427804331150056 0.38927607207886 0.880361173814898 0.687929956222639 0.599571734475375 0.141402714932127 0.809377616522467 0.221790962018298 0.681818181818182 0.537856847331403 0.349539243724182 0.709555345316935 1.20603015075377 0.484054669703872 0.187416331994645 0.698215671062839 0.541711809317443 0.383131910516842 0.427886809675947 0.469351224118733 0.173531945077773 0.238404961988752 0.170562555883657 0.39370944682723 0.0829875518672199 0.558568955568378 0.202171075957484 0.288640396827094 0.163532297628782 0.136478448627068 0.726340525528733 0.233655258355957 0.114211127426986 0.135116503515787 0.299922381896142 0.343148508391431 0.175478503883274 0.140654041292008 0.282833660533058 0.0725864989112025 0.4646713133798 0.216935196548038 0.0974606096702583 0.364450460769511 0.449591601346421 0.243413516609393
"when" 0.155560379133203 0.193892389723703 0.182936969898553 0.249770565659937 0.201308505284348 0.184591042939393 0.23971843476333 0.33342914630641 0.365216054128864 0.171083529017108 0.160047484286729 0.236762545379488 0.312814514593477 0.323747857550943 0.312831533418569 0.187049452512558 0.265836992694406 0.341312255804554 0.324427766232601 0.369201134357108 0.459654420399262 0.379374554060874 0.266946741936896 0.273580268023169 0.285248573757131 0.274281236224715 0.311109898207025 0.362961768027101 0.219960433152853 0.192764132758101 0.184267638507842 0.164935049299929 0.284302443647194 0.203742279720791 0.278143756404626 0.319362265739113 0.14716873550465 0.187580215223615 0.214388991374582 0.286291359812505 0.206526228831062 0.199660953098512 0.135440180586907 0.0625390869293308 0.214132762312634 0.311085972850679 0.1255930784259 0.166343221513723 0.12987012987013 0.206868018204386 0.254210359072132 0.520340586565752 0.402010050251256 0.142369020501139 0.133868808567604 0.155159038013964 0.162513542795233 0.174852147081512 0.193975353719763 0.129670608465236 0.248264680549222 0.26857654431513 0.278009452321379 0.307929176289453 0.0829875518672199 0.12463935372187 0.256485693378897 0.179598469136858 0.308481379617929 0.417583312963416 0.10681478316599 0.262584004628599 0.353510632512101 0.29505032400386 0.188393455964914 0.171574254195715 0.188476911578332 0.283819761892802 0.167204605197484 0.38712799419308 0.2050020500205 0.214559993666126 0.308625263955818 0.24079762586557 0.357790174893487 0.256368297605411
"some" 0.213443310903697 0.129996034019301 0.202893730251123 0.173640080093442 0.207229343675064 0.14943084428427 0.175978272918745 0.218453578614544 0.176841457788713 0.321368668232137 0.358251984694797 0.285329221354767 0.138726436906672 0.193160486437957 0.146894806996545 0.184947773270843 0.189039639249355 0.166165177168006 0.128575059428589 0.278238536037241 0.295252474417044 0.320206045629362 0.210056452671656 0.138927479855515 0.199221226116092 0.213057745995984 0.188303359441094 0.120987256009034 0.148375676801333 0.194075453389108 0.154238838158416 0.158915521953216 0.301708715707227 0.158060154222856 0.292782901478554 0.232713588988191 0.170669502169005 0.144140586434989 0.196938724634791 0.289625868163067 0.280285596270726 0.377974508695925 0.18058690744921 0.281425891181989 0.0856531049250535 0.254524886877828 0.223276583868267 0.249514832270585 0.178571428571429 0.0413736036408771 0.222434064188116 0.0946073793755913 0.402010050251256 0.427107061503417 0.0535475234270415 0.0775795190069822 0.541711809317443 0.244278734893289 0.382245549977179 0.242427659304571 0.175431929877894 0.214663389010619 0.214142415977278 0.272737270427802 0.16597510373444 0.170802077322562 0.215749730312837 0.324987706057172 0.131940831041403 0.167033325185366 0.128177739799188 0.175797765810672 0.125088377658128 0.220598373086998 0.104746761516492 0.231987723982939 0.285964969291262 0.178329230923796 0.256214021894653 0.19356399709654 0.1776684433511 0.270773128538063 0.167848827765445 0.167907533711668 0.171833439258056 0.17932144220804
"now" 0.231531727081977 0.293041907196052 0.224513553966406 0.220048389788086 0.177625151721484 0.241726365753966 0.192606141226028 0.204081632653061 0.157619560202983 0.231465951023147 0.267099112849375 0.203980039096174 0.168647825259092 0.212204478058601 0.187698920051141 0.186348892765319 0.17722466179627 0.134728522028113 0.127080000598024 0.287156437833307 0.328803891964435 0.280180289925691 0.328213207299462 0.147476863231239 0.246762655075614 0.112651222020865 0.0818710258439538 0.096789804807227 0.23557892544773 0.195386774020116 0.260704584851835 0.246800621215222 0.154722418311398 0.164455651792567 0.219587176108915 0.17824870645904 0.168743209819468 0.246816072662652 0.324076382310415 0.369654068576546 0.235046517574399 0.31644377472217 0.225733634311512 0.250156347717323 0.171306209850107 0.537330316742081 0.2930505163271 0.166343221513723 0.275974025974026 0.28961522548614 0.063552589768033 0.0473036896877956 0.100502512562814 0.398633257403189 0.321285140562249 0.155159038013964 0.108342361863489 0.172280791977372 0.290963030579644 0.112757050839335 0.22166489334752 0.172126404091464 0.185590093846975 0.0901792587704828 0.4149377593361 0.21465666474322 0.180294355051637 0.399820401530863 0.282464877722441 0.393139411716777 0.0640888698995941 0.275935733677511 0.184913253929407 0.154418861160899 0.214768539800002 0.198156180902094 0.188476911578332 0.198422665394082 0.175523242271986 0.0806516654568917 0.167418340850075 0.145679110090654 0.0703882180951865 0.192638100692456 0.110632488289433 0.237958871979491
"into" 0.0976774473627089 0.156435905345261 0.173790121403625 0.182504588686801 0.310844015512597 0.300326696845837 0.223090566456047 0.186835297499281 0.211440873443026 0.234820530023482 0.236361516529407 0.216121708089994 0.231210728177787 0.20404276736404 0.157775903811104 0.176541056303987 0.159502195616643 0.247002290384874 0.177912000837233 0.235432607416127 0.201308505284348 0.149661521326767 0.131285282919785 0.109004638040481 0.0996106130580458 0.25713865896067 0.221051769778675 0.104855621874496 0.209548104956268 0.295047141976685 0.308477676316831 0.297364650927609 0.237885718153775 0.256733545298396 0.234226321182843 0.15596761815166 0.228073014185217 0.191529272386218 0.176995562646458 0.246277259605766 0.237996892271985 0.247378665159792 0.248306997742664 0.125078173858662 0.214132762312634 0.141402714932127 0.2093217973765 0.221790962018298 0.194805194805195 0.165494414563508 0.317762948840165 0.33112582781457 0.301507537688442 0.313211845102506 0.160642570281124 0.465477114041893 0.162513542795233 0.200565698122911 0.262437243267914 0.149403092362119 0.15389876880985 0.144427902283643 0.145015741346017 0.153964588144727 0.24896265560166 0.300057703404501 0.142575870731211 0.169977122575955 0.0817661488143908 0.24443901246639 0.320444349497971 0.184698918509947 0.17131669114048 0.195781056114711 0.245665066578247 0.200572719693583 0.168979300035746 0.170794192997438 0.171363923734735 0.185498830550851 0.15716823834905 0.288983017299394 0.227408089230603 0.180923621596293 0.129463550125933 0.225004090983472
"than" 0.133854279719268 0.121182743577315 0.167969399634126 0.256027865843484 0.224991858847213 0.191916084325876 0.282673761223811 0.189709686691578 0.196063355374443 0.22140221402214 0.197144583293586 0.154199196221513 0.212169844680793 0.214925048290122 0.182258371643862 0.267613823444933 0.198885453793592 0.242511339650604 0.252664942365482 0.178358035921308 0.130850528434826 0.135739519342882 0.122532930725132 0.222283967768825 0.192429593407589 0.134691678503208 0.161013017493109 0.177447975479916 0.226468138275718 0.263575446832505 0.248420075617979 0.280509974356814 0.13634913113692 0.159887439242773 0.0585565802957107 0.326789295174907 0.0554772196666744 0.225096258268338 0.184474248392083 0.143860217409944 0.153419484274503 0.149431782507691 0.270880361173815 0.125078173858662 0.0428265524625268 0.113122171945701 0.153502651409433 0.249514832270585 0.373376623376623 0.124120810922631 0.127105179536066 0.141911069063387 0.100502512562814 0.25626423690205 0.455153949129853 0.543056633048875 0.162513542795233 0.149138596040113 0.165449566408033 0.215647859730229 0.227998176014592 0.217631085632886 0.230672707736928 0.290333223358627 0.0829875518672199 0.0692440854010387 0.230837124041008 0.227705201941374 0.193265442652197 0.124256498003748 0.21362956633198 0.164671324936579 0.174036003698265 0.226113332414173 0.223811425686317 0.196947911506349 0.259968153901147 0.324006630833375 0.138921239144179 0.112912331639648 0.1093344266776 0.120343612683583 0.151605392820402 0.229083146769407 0.322481933950051 0.200458190148912
"its" 0.198972577961074 0.185079099281717 0.20372526193248 0.132446187218421 0.0725302702862725 0.106945604242664 0.0872963086132358 0.201207243460765 0.172997078271567 0.0959409594095941 0.148388396027431 0.129915858233873 0.277452873813345 0.304703865930299 0.146894806996545 0.215071842402079 0.127995589075084 0.354785108007365 0.288546354299042 0.108798401911998 0.278476765643348 0.135739519342882 0.0371974968272723 0.143202171543377 0.126777143892058 0.0391830337463878 0.0764129574543569 0.379093402161639 0.179612661391087 0.22948111042631 0.341236367607114 0.338297436885256 0.160524508998076 0.185469429521617 0.146391450739277 0.0866486767509222 0.241942319101885 0.329746273077303 0.284190058333749 0.176728942579766 0.118998446135993 0.223519809129152 0.270880361173815 0.34396497811132 0.342612419700214 0.197963800904977 0.4605079542283 0.166343221513723 0.227272727272727 0.330988829127017 0.127105179536066 0.425733207190161 0.201005025125628 0.170842824601367 0.37483266398929 0.698215671062839 0.595882990249187 0.254564155309848 0.188270196257417 0.267797995743421 0.0930992552059584 0.125632490342621 0.0886624739835749 0.189156494006379 0.663900414937759 0.36930178880554 0.0784544473864862 0.122939428278207 0.0799078272504274 0.0957386132160026 0.149540696432386 0.324892073523521 0.201229129276119 0.226113332414173 0.149207617124212 0.211447144255283 0.240470542358561 0.170794192997438 0.150567331048481 0.330671828373256 0.3690036900369 0.264439254186295 0.0433158265201148 0.162701098557817 0.249511569333616 0.311596574483172
"these" 0.0976774473627089 0.0660996783148989 0.138865790786629 0.193976305689972 0.0843719470677048 0.0922955214696963 0.163507371688283 0.0718597298074159 0.0461325542057512 0.257631667225763 0.304196211856233 0.26833088476342 0.152327067975954 0.097940528334739 0.116971790756508 0.159727622370274 0.129964751983932 0.130237571293843 0.0971788239867239 0.21402964310557 0.214729072303305 0.182726276038494 0.140037635114437 0.130378096479791 0.0928189803495427 0.0955086447568203 0.0600387522855661 0.129053073076303 0.12624947938359 0.144245269410824 0.125574983279418 0.152895994606503 0.17212869037143 0.231151555019552 0.161030595813205 0.175773029980442 0.0990114267662175 0.150064172178892 0.159545295906666 0.18768518430304 0.170138274227494 0.189615118980348 0.135440180586907 0.0938086303939962 0.299785867237687 0.254524886877828 0.139547864917667 0.110895481009149 0.178571428571429 0.330988829127017 0.063552589768033 0.0946073793755913 0.100502512562814 0.227790432801822 0.321285140562249 0.310318076027929 0.162513542795233 0.21856518385189 0.193975353719763 0.232561417356129 0.158965394943507 0.167674859158064 0.155535017920339 0.147366105795667 0.0829875518672199 0.140796306982112 0.15313704634093 0.115456158730837 0.0613246116107931 0.167033325185366 0.10681478316599 0.171347189461035 0.10605318975363 0.0551495932717496 0.115296795050527 0.143784058093593 0.253468950053618 0.213492741246798 0.133098193192027 0.104847165093959 0.0820008200082001 0.163888998851985 0.0487303048351291 0.143176966730879 0.112986371018996 0.133638793432608
"then" 0.177266478547138 0.156435905345261 0.130550473973058 0.1230602369431 0.148020959767903 0.134780761511303 0.181520895687839 0.120724346076459 0.126864524065816 0.0932572962093257 0.0667747782123438 0.0837775160573572 0.174088077686805 0.198601626900998 0.250265226734855 0.102982282843992 0.153594706890101 0.116764719091032 0.133060235920283 0.263969893163536 0.248280489850696 0.297582792405548 0.19911601242834 0.194498471797722 0.228651634519605 0.220404564823431 0.199219496220288 0.169382158412647 0.0976155768429821 0.103594329849592 0.129669819690703 0.138449128974393 0.146986297395828 0.108723458685086 0.102474015517494 0.121308147451291 0.175292603807895 0.213249086780531 0.214388991374582 0.299153034878957 0.178005940087724 0.215985433540529 0.112866817155756 0.250156347717323 0.171306209850107 0.197963800904977 0.0558191459670667 0.138619351261436 0.25974025974026 0.330988829127017 0.063552589768033 0.425733207190161 0.100502512562814 0.227790432801822 0.214190093708166 0.232738557020946 0.162513542795233 0.177423502185652 0.142628936558649 0.133898997871711 0.140598875208998 0.167674859158064 0.154032264124007 0.171560541075553 0.0829875518672199 0.108482400461627 0.12220788919818 0.223429047914306 0.3252062736936 0.260734946630816 0.10681478316599 0.304864479950154 0.225702942296188 0.129601544188612 0.177089848607019 0.117202131387214 0.0357456211614077 0.143165720600794 0.141416830266529 0.177433664005162 0.1503348366817 0.10055025533431 0.221993610915588 0.105430311865466 0.162417908339807 0.133638793432608
"such" 0.166413428840171 0.147622614903274 0.16131714618327 0.222655598197898 0.248675212410077 0.196311109157767 0.173206961534198 0.0891060649611957 0.130708903582962 0.109359275410936 0.0710144466702704 0.116560022340671 0.223050349536218 0.163234213891232 0.187698920051141 0.129603553239038 0.240237874879389 0.112273768356761 0.116614588784069 0.105231241193572 0.0905888273779567 0.111376015871082 0.1422257231631 0.203047855173446 0.242234899936611 0.19346622912279 0.161013017493109 0.0645265365381513 0.124947938359017 0.184896208972056 0.22112116620941 0.195032686033493 0.130547040450242 0.15531922669298 0.0878348704435661 0.188151412373431 0.0439194655694505 0.0868792575772534 0.112180286184375 0.174823509236588 0.135717236088983 0.177057826332643 0.112866817155756 0.156347717323327 0.0428265524625268 0.084841628959276 0.0837287189506001 0.110895481009149 0.178571428571429 0.206868018204386 0.0953288846520496 0.0473036896877956 0.201005025125628 0.0284738041002278 0.0803212851405622 0.0775795190069822 0.108342361863489 0.21342247364361 0.0912825193975354 0.250884438117521 0.192531793078989 0.198835673691864 0.260727783663563 0.184757505773672 0.0829875518672199 0.0300057703404501 0.235363342159459 0.256569241624083 0.178398870140489 0.0712947119693636 0.170903653065584 0.111264408740932 0.201229129276119 0.110299186543499 0.216275687447721 0.256153111897829 0.0714912423228155 0.20595770332044 0.148071739926131 0.0564561658198242 0.208418750854175 0.121927081271525 0.135361957875359 0.118446399750091 0.244803803874491 0.203867343042601
"own" 0.108530497069677 0.129996034019301 0.0740063196407783 0.135053395628233 0.124337606205039 0.155290877393457 0.133022946458264 0.137970681230239 0.12302014454867 0.177121771217712 0.138849141997096 0.146914194825221 0.130566058265104 0.127866800881465 0.214901662087538 0.204563446193509 0.269775318512101 0.229038487447793 0.209308236279098 0.0820446965238019 0.0872336856232176 0.100934514383168 0.159730427552405 0.177399705046274 0.208276736394096 0.156732134985551 0.114619436181535 0.104855621874496 0.141867971678467 0.198009415282131 0.197917093212126 0.19864440244152 0.0667240428967905 0.0858823959361181 0.0731957253696384 0.0742702943579333 0.0473867917986177 0.110573600552868 0.119658971929999 0.0967007421662872 0.0767097421372514 0.102969799711182 0.248306997742664 0.187617260787992 0.0856531049250535 0.0565610859728507 0.0558191459670667 0.110895481009149 0.113636363636364 0.165494414563508 0.222434064188116 0.236518448438978 0.100502512562814 0.113895216400911 0.0803212851405622 0.0775795190069822 0.162513542795233 0.179994857289792 0.273847558192606 0.224104638543179 0.195065106145818 0.159266385394976 0.181081832457979 0.127570658748488 0.0829875518672199 0.0438545874206578 0.186329312542905 0.0566590408586517 0.206273693599941 0.0875906461337896 0.0854518265327921 0.126841425964662 0.163158753467124 0.151661381497311 0.215522113623861 0.212655413651028 0.256718551977383 0.0879087758075049 0.0648853691811134 0.104847165093959 0.133251332513325 0.08392383516092 0.135361957875359 0.131462487634717 0.157710142880682 0.169093983526973
"still" 0.0289414658852471 0.0903362270303618 0.0582072176949942 0.0844735524778909 0.0370052399419758 0.0659253724783545 0.0692827846136792 0.031618281115263 0.0538213132400431 0.0738007380073801 0.0890330376164584 0.0752783477616833 0.119685553409678 0.0924993878716979 0.0952095971273904 0.0567453395262815 0.133903077801627 0.121255669825302 0.115119529953504 0.0873954376014411 0.0570374098305653 0.0800515114073404 0.083147345849197 0.134652788167653 0.124513266322557 0.100406523975119 0.0764129574543569 0.096789804807227 0.0663785922532278 0.0865471616464942 0.101005964811706 0.111963208648857 0.0763941940412529 0.0648686182070679 0.0585565802957107 0.0272324412645755 0.0635676475347311 0.0730575575081449 0.186967143640624 0.14862380076789 0.0865443244625401 0.120550009417969 0.203160270880361 0.218886804252658 0.171306209850107 0.226244343891403 0.1255930784259 0.110895481009149 0.0487012987012987 0.0413736036408771 0.0953288846520496 0.0473036896877956 0.201005025125628 0.25626423690205 0.0535475234270415 0.0775795190069822 0.0541711809317443 0.064283877603497 0.0969876768598813 0.0493312097422092 0.0614328418705984 0.0732031833492435 0.0698780515294277 0.0373913999780051 0.16597510373444 0.0877091748413156 0.0580864658534561 0.140044044386479 0.157957332936891 0.0672207284282571 0.128177739799188 0.1312920023143 0.103333877195845 0.0441196746173997 0.101732466221053 0.101494629242536 0.0649920384752868 0.00753503792635756 0.0499118224470103 0.0887168320025808 0.0888342216755501 0.098175052452397 0.0866316530402296 0.0598740042692768 0.0729703646164348 0.0975017727595047
