"Ainsworth_Rookwood2" "Ainsworth_Rookwood3" "Badcock_RealLifeInLondon_2" "Bird_Calavar" "Bird_SheppardLee1" "Bird_SheppardLee2" "Bird_TheInfidel_v1_1835" "Bowring_MinorMorals1" "Bowring_MinorMorals3" "BrownCharlesBrockden_ArthurMervyn_1793" "BrownCharlesBrockden_EdgarHuntley" "BrownCharlesBrockden_Wieland" "Cooper_LastMohicans_1" "Cooper_LastMohicans_3" "Cooper_LastMohicans_4" "Cooper_Monikins" "Cooper_PocketHandkerchief" "Cooper_TheBravo1" "Cooper_TheBravo2" "Edgeworth_HarryandLucy2" "Edgeworth_HarryandLucy3" "Edgeworth_HarryandLucy4" "Edgeworth_Helen" "Ferrier_Destiny1" "Ferrier_Destiny3" "Galt_Spaewife2" "Galt_Spaewife3" "Gilman_RecollectionsofSouthernMatron_1" "Godwin_StLeon_2" "Hawthorne_BlithedaleRomance" "Hawthorne_MossesFromAnOldManse" "Hawthorne_ScarletLetter" "Irving_BracebridgeHall" "Irving_HistOfNY" "Irving_RipVanWInkle" "Landor_PericlesAndAspesia1" "Lippard_QuakerCity" "Lytton_LastDayOfPompeii1" "Lytton_LastDayOfPompeii3" "Melville_MobyDick" "Melville_Omoo_1847" "Melville_PiazzaTales" "Poe_Assignation_1834" "Poe_Berenice_1835" "Poe_CaskOfAmontillado_1846" "Poe_FactsOfTheCaseOfMValdemar_1845" "Poe_FallOfHouseUsher_1839" "Poe_HopFrog_1849" "Poe_Ligeia_1838" "Poe_MaskOfTheRedDeath_1842" "Poe_Metzengerstein_1832" "Poe_Morella_1835" "Poe_ShadowAParable_1835" "Poe_TheManOfTheCrowd_1840" "Poe_TheMesmericRevelation_1844" "Poe_TheOvalPortrait_1842" "Poe_TheSphinx_1846" "Quincey_EnglishMailCoach_1849" "Quincey_Klosterheim" "Quincey_TheCaesars_1851" "Scott_TheAbbot" "Scott_ThePirate_1822" "Scott_Woodstock" "Southey_TheDoctor1" "ADream_1831" "BelOfPrairieEden" "ChroniclesOftheCanongate" "ConfidenceMan" "Destiny2" "HarryandLucy1" "KingPest_1835" "LastDayOfPompeii2" "LastMohicans_2" "MinorMorals2" "NickOfTheWoods_1837" "NotebookEnglishOpiumEater" "Ormond_1799" "PericlesAndAspesia2" "RealLifeInLondon_1" "RecollectionsofSouthernMatron_2" "Rookwood1" "SketchBookOfGeoffreyCrayon" "Spaewife1" "StLeon_1" "TheDoctor2" "TwiceToldTales"
"had" 0.408798205629115 0.583880491781607 0.439880259437885 0.480247789087269 1.0731519583173 0.949325363688305 0.508535639064405 1.0232825524576 0.649700138397663 0.974840657497484 1.21784476453941 1.09396437634317 0.650110165111661 0.786244796909432 0.818802535295558 0.748898369797468 0.876277494437115 0.50298648223829 0.699687532704412 0.741969429432643 0.768327461835263 0.864904373248873 1.08529167213689 0.782268578878748 0.681427148419813 0.746926580790518 0.695903719673608 0.524278109372479 1.35490420658059 0.807773508700612 0.739800444972223 0.914968156700336 0.854841361170475 0.479662317728319 0.76123554384424 0.339167677567895 0.27314825516439 0.481784973837496 0.663110136112081 0.365366843554395 0.543852402588462 0.537452125321781 0.586907449209932 0.625390869293308 0.899357601713062 1.10294117647059 1.07451855986603 0.720820626559468 0.730519480519481 0.868845676458419 0.540197013028281 0.473036896877956 0.402010050251256 0.882687927107061 0.34805890227577 1.08611326609775 1.24593716143012 0.563126767806634 1.02122318575993 0.680770694442487 0.624461670973299 0.642506318720725 0.64693550932083 0.532277576157484 1.16182572614108 0.189267166762839 0.538619956095684 0.311090205469201 0.624396045491712 0.596838588772101 0.363170262764367 0.520717432907562 0.720617827813129 0.987177719564318 0.779195333870883 0.650048934910528 1.14385987716505 0.404380368714523 0.450870129437993 0.459714493104283 0.813174798414651 0.649222121056173 0.736369050841951 1.04649346592388 0.715580349786974 0.869333987890689
"not" 0.857390926850445 0.839465914599216 0.508065857309163 0.778512431169698 0.529915035969093 0.562563178481958 1.02677086797473 0.796205806266168 0.703521451637706 0.922509225092251 0.873371702332878 0.955549349813625 0.446100699072437 0.46521750959001 0.454285792007834 0.554142760065292 0.825079258807081 0.826334935105762 0.829757650963565 1.063013894091 0.845495722194263 0.965838887632042 1.43319767187432 0.63692906149144 0.792357149325364 0.791007493755204 0.690445651284011 0.685594450717858 0.810860058309038 0.540264099975085 0.483190696531674 0.579078530753765 0.3471584260862 0.360888791433688 0.19030888596106 0.985319238481915 0.268139895055593 0.841149175634317 0.835119908261455 0.543524861141545 0.314706634409237 0.732090161361211 0.496613995485327 1.12570356472795 0.899357601713062 0.395927601809955 0.655874965113034 0.471305794288883 0.681818181818182 0.165494414563508 0.317762948840165 0.425733207190161 0.804020100502513 0.569476082004556 0.669344042838019 0.930954228083786 0.270855904658722 0.748264335304706 0.462117754450023 0.445390350815374 0.739094087247302 0.585130850690237 0.78218335099069 0.725833058396569 0.4149377593361 0.403923831506059 0.684213305572529 0.908682730751962 0.938452389801531 1.16515929275646 0.405896176030763 0.807779607459166 0.465002447381302 0.747276988832207 0.471737213736144 0.749127025361575 0.880642121340136 0.826342492590546 0.504109406714804 0.524235825469796 0.792674593412601 0.314318514706464 0.74719800747198 0.840839277346801 0.833274486265094 0.40500736377025
"is" 0.734389696838145 0.680826686643458 0.975386662231831 0.547513766060404 0.421859735338524 0.53033299638143 0.810608579980047 0.850819200919805 1.1802245117638 0.493794028849379 0.306316046085196 0.461383421765156 0.666430922394799 0.574040318850831 0.503250727673349 0.922637187112503 0.970797314061792 1.07333722549064 0.922451298458594 0.920327465353951 0.936084549572219 0.800515114073404 0.614852741674325 0.639066407335371 0.805940414742371 0.568153989322623 0.526703599596103 0.556541377641555 0.402176176593086 0.53764145871307 0.560992588346096 0.410531765045809 0.645966096450088 0.530826298286007 0.292782901478554 1.25021662169188 0.504688595578774 0.957646361931089 0.850077279752705 0.804092870821146 0.426820872917527 0.482200037671878 0.72234762979684 0.562851782363977 0.856531049250535 0.42420814479638 0.111638291934133 0.360410313279734 0.25974025974026 0.165494414563508 0.285986653956149 0.709555345316935 0.301507537688442 0.341685649202733 2.81124497991968 0.155159038013964 0.433369447453955 0.817690923116482 0.290963030579644 0.532777065215859 0.638394892840857 0.657839417935769 0.656703408996987 0.802815352468932 0.0829875518672199 0.685516445470283 0.811701782575569 1.03482927455047 0.758195198097079 1.10608653141041 0.21362956633198 0.838933641906627 0.511230760863654 0.920998207638219 0.409190586355792 1.22276862849341 0.285964969291262 1.03230019591099 1.10388313978638 0.58069199128962 0.447587809211425 0.752939313566367 0.557691266446478 0.594835216327381 0.908598733611091 0.510009272895871
"but" 0.463063454163953 0.746926364958357 0.447364044570098 0.607479559486067 0.808194440332751 0.546448087431694 0.676199977829509 0.709974130497269 0.768875903429187 0.807111707480711 0.776919244915048 0.814705989485315 0.465141582569431 0.519628914220421 0.525012921302467 0.47988342685806 0.59468719847193 0.579332644720887 0.656330826618027 0.779424616976118 0.85556114745848 0.871865374240816 0.912432716292504 0.882723833543506 0.953092456759938 0.761620218445413 0.796877984881151 0.588804645910631 0.52582257392753 0.628122582252587 0.630604807337947 0.568243381529682 0.509616965313168 0.495194240397617 0.717318108622456 0.750129973015126 0.320535046963007 0.718728403593642 0.720446726828539 0.859826796109105 0.600892980075136 0.917938092547247 0.564334085778781 0.75046904315197 0.770877944325482 0.452488687782805 0.530281886687134 0.526753534793457 0.681818181818182 0.786098469176665 0.571973307912297 1.0879848628193 1.20603015075377 0.5125284738041 1.12449799196787 0.775795190069822 0.325027085590466 0.717408074055027 0.524874486535828 0.617344853345361 0.710594315245478 0.63607630937248 0.698780515294277 0.547674034971956 0.580912863070539 0.431621465666474 0.727212377697815 1.05407196767228 0.947743997621348 0.875906461337896 0.384533219397565 0.687614046018959 0.562897699461576 0.807941541431132 0.689520048831584 0.796249531795609 0.737659636694505 0.663083337519465 0.508268725252055 0.604887490926688 0.635506355063551 0.560547880131428 0.887974443662353 0.614359348154319 0.600240096038415 0.590465281186931
"which" 0.488387236813545 0.528797426519191 0.624480292699152 0.555335391289838 0.541756712750526 0.700273956547855 0.629087684292207 0.646737568266743 0.657388897431954 0.802415296880241 0.970884076865189 0.886341836548852 0.650110165111661 0.489702641673695 0.503250727673349 0.529623168911961 0.3859559301341 0.651187856469215 0.557656943800739 0.775857456257692 0.811944304646871 0.722203852914049 0.474815106559888 0.465941393976959 0.450511636330707 0.541215653621982 0.663155309336026 0.459751572834328 0.584391920033319 0.618943337835534 0.644254262042231 0.656128480791688 0.541528464089894 0.733654935496839 0.614844093104963 0.316886589260515 0.338642195048658 0.852996347122125 0.535972478436456 0.297723959871574 0.410102082964536 0.455829723111697 0.948081264108352 0.469043151969981 0.342612419700214 0.42420814479638 1.32570471671783 0.415858053784308 0.909090909090909 0.910219280099297 0.603749602796314 0.898770104068117 1.10552763819095 0.854214123006834 1.12449799196787 1.70674941815361 1.40845070422535 0.611982514785292 1.07827476038339 0.913332111798616 0.91135937579166 0.923448265628632 0.818249442102653 0.972176399428131 0.746887966804979 0.33467974610502 0.777000777000777 0.381646746915824 0.364231026536832 0.600912572313208 0.833155308694723 0.705416351417509 0.617283950617284 0.821728939749069 0.637523454985268 0.762417988714764 0.812400480941085 0.406892048023308 0.623065916880178 0.459714493104283 0.4236709033757 0.683266695696924 0.606421571281607 0.765345967615973 0.998046277334463 0.608192876234113
"by" 0.539034802112727 0.508967523024721 0.78330284383835 0.687260136826297 0.516593149589982 0.58453830264141 0.73855448398182 0.638114400689853 0.68045517453483 0.807782623280778 0.958165071491409 0.863272665460594 0.701792563174931 0.628451723481242 0.641984712058976 0.657825602656523 0.429277514128744 0.435622221224233 0.530745884850569 0.654573991831202 0.593860090588827 0.55339957885944 0.382915408516039 0.427469168786201 0.373539798967672 0.592643385414116 0.573097180907677 0.532343926439748 0.504997917534361 0.437981090756501 0.532328733467098 0.51045591900124 0.731063426521356 0.821364616452874 0.556287512809252 0.509989354591142 0.499294977000069 0.582485931483858 0.688039088597497 0.558291969551175 0.673668889282272 0.661769322534062 0.248306997742664 0.469043151969981 0.299785867237687 0.509049773755656 0.418643594753 0.887163848073191 0.568181818181818 0.206868018204386 0.540197013028281 0.473036896877956 0.301507537688442 0.427107061503417 0.562248995983936 0.232738557020946 0.704225352112676 0.794548727179223 0.616157005933364 1.02327023636697 0.598495212038304 0.639538622098458 0.562029919828085 0.547674034971956 0.24896265560166 0.648586266589729 0.582373397907379 0.550554830985012 0.373522634356649 0.574431679296016 0.726340525528733 0.623080688949219 0.647196388752923 0.634220322625121 0.649580636167022 0.767251066297742 0.991128586748123 0.560104485859245 0.767810201976508 0.637148157109444 0.529588629219626 0.638929575234551 0.568520223076507 0.544072473577342 0.557870206906292 0.50728195058092
"be" 0.77418421243036 0.60811704049707 0.577082986861799 0.572021525112631 0.500310844015513 0.558168153650068 0.605531537523556 0.822075308996838 0.526679993848993 0.95270043609527 0.797057670090199 0.745498476220541 0.563066126268259 0.451614658432407 0.473327711433312 0.829462740729843 0.675422877734675 0.700588314546189 0.604003767548253 0.645656090035137 0.627411508136219 0.710022101178149 0.883987571659884 0.619830294739992 0.799148782033868 0.614683841896459 0.701361788063204 0.250040329085336 0.596105789254477 0.697622575695983 0.606035788870235 0.700672983157362 0.416783514326329 0.40839820195154 0.248865466256771 0.750129973015126 0.267369378115778 0.434396287886267 0.528493792690831 0.490172727532559 0.424853956452469 0.474665662083255 0.451467268623025 0.312695434646654 0.556745182012848 0.650452488687783 0.2930505163271 0.526753534793457 0.38961038961039 0.330988829127017 0.540197013028281 0.425733207190161 0.402010050251256 0.427107061503417 0.696117804551539 0.0775795190069822 0.270855904658722 0.483414759578298 0.513464171611136 0.480626929202667 0.550362263768557 0.587109315105081 0.675487831451134 0.906191575937534 0.0829875518672199 0.207732256203116 0.679687087454078 0.763293493831648 0.747045268713298 0.808685732909639 0.555436872463149 0.505140415683831 0.513950073421439 0.565283331035434 0.449129999020354 0.641591049140316 0.760406850160855 0.650524940975536 0.712907197284797 0.29034599564481 0.577422440891076 0.421202644392542 0.698467702636851 0.875982714635289 0.793258479862533 0.540691648939072
"at" 0.542652485348383 0.643370202265016 0.681855978712789 0.562114133155348 0.593564048669292 0.470267657012262 0.544562687063518 0.393791319344639 0.392126710748885 0.598456893659846 0.628530848887617 0.590085113099647 0.535864864129696 0.435291237043284 0.462446614618754 0.494595181550058 0.57105724356576 0.359276058741636 0.44104235501667 0.568962134588974 0.674383492702567 0.610827837042967 0.728633320204805 0.57280868617351 0.636149597029793 0.528970955576236 0.529432633790901 0.580738828843362 0.463348604748022 0.666150880551804 0.537788515348812 0.570651192468367 0.654669232480104 0.54270365091547 0.834431269213878 0.492659619240958 0.362913478652828 0.608154803040774 0.568380116667498 0.620694911540257 0.769064337837572 0.760971934450932 0.72234762979684 0.594121325828643 0.642398286937901 0.904977375565611 0.558191459670667 1.27529803160521 0.405844155844156 0.827472072817542 0.73085478233238 0.614947965941343 0.603015075376884 0.911161731207289 0.562248995983936 0.698215671062839 1.30010834236186 0.550269992285935 0.844363304427202 0.480626929202667 0.540862339767949 0.549023875119326 0.537985859086777 0.450896293852414 0.49792531120332 0.327755337564916 0.472235423691734 0.525966945329371 0.592804578904334 0.631467448871507 0.961333048493912 0.616404824424763 0.451405884592375 0.344684957948435 0.624712699979654 0.617425661225427 0.506937900107237 0.527452654845029 0.732871926263601 0.604887490926688 0.591089244225776 0.556589208661573 0.552276788131464 0.490706513250377 0.517854200503731 0.569328533246059
"from" 0.437739671514362 0.427444586436346 0.460668551471811 0.56941431670282 0.300482548328843 0.426317408693359 0.504378671987585 0.36792181661397 0.399815469783177 0.590405904059041 0.719683720733039 0.63500928837678 0.565786252482115 0.473379220284572 0.459726340415114 0.311749087520929 0.307189413780202 0.471549827098397 0.39918070776085 0.420924964774288 0.446233853380305 0.459426065468214 0.450746138024594 0.384722251907581 0.389386941954179 0.455502767301758 0.502142291842917 0.532343926439748 0.584391920033319 0.346188646585977 0.455891787123104 0.37321069549619 0.531858312945431 0.420275554581004 0.453813497291758 0.482756913326567 0.688071627254725 0.68318688913022 0.630702497881039 0.510656135971723 0.499596782124663 0.573868274000126 0.767494356659142 0.500312695434647 0.770877944325482 0.565610859728507 0.530281886687134 0.637649015802606 0.535714285714286 0.744724865535788 0.699078487448364 0.804162724692526 0.804020100502513 0.484054669703872 0.240963855421687 0.620636152055857 0.541711809317443 0.779120596554384 0.616157005933364 0.572242033009627 0.444596443228454 0.452573734895661 0.404240771213248 0.365116023314638 0.580912863070539 0.70398153491056 0.430745090939266 0.375232515875222 0.338214524641344 0.327955675059073 0.405896176030763 0.578574925452846 0.552020449230435 0.399834551220185 0.599091189968425 0.532846803523314 0.675917200142983 0.54503441000653 0.412604398895285 0.556496491652553 0.526171928385951 0.498792605201694 0.492717526666306 0.528453168115791 0.40957559494386 0.49159984726995
"were" 0.43050430504305 0.306261842859031 0.35340096457675 0.381173869514433 0.358210722638326 0.369182085878785 0.371355725529321 0.528887611382581 0.47285868060895 0.5790003354579 0.717563886504075 0.715144303735992 0.413459184506161 0.448894088200887 0.527733195506107 0.424539206826254 0.429277514128744 0.309875600664661 0.330408001554861 0.543992009559991 0.439523569870827 0.445504063484329 0.319460855104809 0.438155898005856 0.319206737299647 0.359994122544938 0.349316376934203 0.451685755767059 0.473760932944606 0.350122608478999 0.380819786249539 0.353948207986709 0.416783514326329 0.470525892628732 0.278143756404626 0.321837942217711 0.210736383039381 0.355415144634219 0.456199830483123 0.322018234997094 0.700222261560552 0.347837006341433 0.406320541760722 0.531582238899312 0.256959314775161 0.509049773755656 0.348869662294167 0.443581924036596 0.340909090909091 1.32395531650807 0.73085478233238 0.425733207190161 0.603015075376884 0.597949886104784 0.187416331994645 0.387897595034911 0.270855904658722 0.421702237078941 0.530579643998174 0.572242033009627 0.331230683487865 0.358596675190551 0.323843443109498 0.413504893874409 0.16597510373444 0.235429890363531 0.36209744947609 0.178529430630091 0.26016501895488 0.285178847877455 0.363170262764367 0.371623125194713 0.41877413389895 0.501861298772922 0.357193992509476 0.26461099766804 0.695414811685569 0.386798613553022 0.346055302299271 0.403258327284458 0.413420800874675 0.365781243814576 0.406085873626076 0.464674337481127 0.388390650377798 0.417962144766268
"all" 0.470298820635265 0.41202132816287 0.412439713953102 0.240906057066578 0.39669617217798 0.410202317643095 0.292373351069726 0.494394941075022 0.511302475780409 0.273733646427373 0.249080521903187 0.245261713675162 0.195849087397655 0.152351932965149 0.263866597753053 0.510007495989295 0.523797333753421 0.336821305070283 0.290041413129607 0.47978311662832 0.503271263210871 0.482049318692028 0.638921710209619 0.5514352277342 0.439192248483202 0.306117451143655 0.3547744453238 0.282303597354412 0.372240733027905 0.420933922553404 0.399929022835538 0.430998158024632 0.453530088675286 0.431239264700508 0.395256916996047 0.361448765875275 0.357905118544031 0.351466087471616 0.194445829386249 0.714061145355983 0.518282488542712 0.46336409870032 0.519187358916479 0.250156347717323 0.12847965738758 0.311085972850679 0.390734021769467 0.388134183532021 0.405844155844156 0.455109640049648 0.317762948840165 0.662251655629139 0.402010050251256 0.284738041002278 0.696117804551539 0.543056633048875 0.216684723726977 0.43970172280792 0.365130077590141 0.412972698699065 0.236864771748493 0.316554306375107 0.28326909060854 0.483888705597713 0.0829875518672199 0.318522792844778 0.245924517769178 0.408372709584999 0.382814242176466 0.505173959097205 0.320444349497971 0.311540344474609 0.203948441833904 0.430166827519647 0.351918975742459 0.521972378961613 0.214473726968446 0.399357010096951 0.474162313246598 0.225824663279297 0.365586989203225 0.408534895689007 0.379013482051004 0.382672983807987 0.306004754843114 0.367506681939672
"so" 0.470298820635265 0.304058520248535 0.291036088474971 0.309214917403638 0.389295124189585 0.442432499743624 0.345028267376122 0.508766887036505 0.376749192680301 0.22140221402214 0.191844997721178 0.180910868007916 0.263852242744063 0.345512419403107 0.432523598378717 0.372697785530639 0.443061654490676 0.291911797727579 0.391705413608025 0.40487274154137 0.412682435832914 0.363712301829003 0.474815106559888 0.386859597751512 0.495789187720728 0.563256110104325 0.534890702180498 0.233908694950799 0.260308204914619 0.503547122306875 0.391739350012967 0.557408232305599 0.212743325178173 0.26038811533823 0.161030595813205 0.346594707003689 0.166431659000023 0.469937802349689 0.403849030263748 0.500176252584244 0.375681044826026 0.398066176932253 0.293453724604966 0.281425891181989 0.12847965738758 0.42420814479638 0.3767792352777 0.249514832270585 0.308441558441558 0.496483243690525 0.317762948840165 0.0473036896877956 0.201005025125628 0.313211845102506 0.321285140562249 0.775795190069822 0.37919826652221 0.303419902288506 0.348014605203104 0.370688804634315 0.41166337335968 0.417455991532172 0.426782078158225 0.382711976245464 0.0829875518672199 0.18465089440277 0.371149885712993 0.568728485600051 0.501746822270126 0.452212173062821 0.277718436231574 0.465085228537096 0.315440256703105 0.482558941127809 0.408437012531933 0.415644672136099 0.123484873103045 0.394333651479379 0.347719029714172 0.19356399709654 0.3416700833675 0.238312022485254 0.514375439926363 0.305878065288697 0.386036767648236 0.345006272841324
"an" 0.293032342088127 0.237958841933636 0.421586562448029 0.257070749207409 0.270878356375263 0.268096514745308 0.306229907992462 0.252946248922104 0.307550361371675 0.311975847031198 0.298896626283825 0.417673413387404 0.375377417512173 0.446173517969366 0.345474823862245 0.414030810617684 0.387925093042947 0.390712713881529 0.287051295468477 0.203328160950292 0.23485992283174 0.245375284965978 0.1422257231631 0.348387372560754 0.267137553201123 0.208159866777685 0.229238872363071 0.427488304565252 0.404779258642232 0.427490525708441 0.380819786249539 0.403308332229753 0.344257380742861 0.330738588605051 0.336700336700337 0.269848736167158 0.360216669363476 0.290255701451278 0.186967143640624 0.281051418118766 0.390432918313959 0.271237521190431 0.338600451467269 0.34396497811132 0.299785867237687 0.42420814479638 0.6279653921295 0.138619351261436 0.308441558441558 0.28961522548614 0.667302192564347 0.189214758751183 0.100502512562814 0.654897494305239 0.455153949129853 0.387897595034911 0.920910075839653 0.365132424787863 0.279552715654952 0.389011825395707 0.276764452551046 0.322984315723351 0.296793874775526 0.29913119982404 0.16597510373444 0.306982111944605 0.289677959580872 0.348506553206046 0.275031591466587 0.199625193514218 0.363170262764367 0.253682851929325 0.41877413389895 0.31711016131256 0.303690251015441 0.368522165702065 0.36720501738537 0.326518310142161 0.454197584267794 0.282280829099121 0.358753587535875 0.415660504334745 0.276138394065732 0.389181027750299 0.353082409434362 0.388643429880543
"one" 0.285796975616815 0.271008681091085 0.292699151837685 0.163211246454197 0.327126321087066 0.269561523022605 0.23971843476333 0.393791319344639 0.399815469783177 0.242871519624287 0.243780936330779 0.210050873593084 0.204009466039224 0.269336452920532 0.274747694567612 0.321556923982262 0.403678396313727 0.395203664615799 0.307982119096386 0.315693723580716 0.325448750209696 0.360231801333032 0.326025119250799 0.309915147369996 0.310151227021643 0.146936376548954 0.155554949103512 0.492014841103404 0.230372761349438 0.390773548040231 0.307112730846403 0.280509974356814 0.380036939977372 0.23937433760918 0.365978626848192 0.349070383482287 0.2943374710093 0.355415144634219 0.321583487061874 0.423006202185532 0.436655455242816 0.469642745024173 0.293453724604966 0.156347717323327 0.342612419700214 0.084841628959276 0.2093217973765 0.166343221513723 0.194805194805195 0.248241621845263 0.158881474420083 0.189214758751183 0.100502512562814 0.398633257403189 0.240963855421687 0.465477114041893 0.37919826652221 0.401131396245822 0.399361022364217 0.352365783872923 0.259031261083245 0.244834971336997 0.265987421950725 0.345320576267458 0.24896265560166 0.336987882285055 0.268555608361434 0.501379059673729 0.276889913030551 0.270919905483582 0.299081392864772 0.405002447816992 0.244738130200685 0.410864469874535 0.224564999510177 0.397520631199932 0.237220940434797 0.324006630833375 0.33940039263967 0.314541495281878 0.317753177531775 0.321444123352203 0.173263306080459 0.225178320404019 0.348374643975237 0.278868706703758
"who" 0.293032342088127 0.237958841933636 0.399135207051389 0.274278324712164 0.384854495396548 0.34867196999663 0.357499168606585 0.3420523138833 0.438259264954636 0.175109023817511 0.18654541214877 0.155413363120895 0.424339689361586 0.345512419403107 0.39443975952776 0.353782672355212 0.28552862178288 0.417658418287151 0.43207200203328 0.294290759270159 0.174467371246435 0.215791030750222 0.207868364622992 0.262893538803514 0.185637960699085 0.235098202478327 0.24834211172666 0.330698499758026 0.21865889212828 0.154735834458884 0.236135566384123 0.204663929788233 0.284302443647194 0.432152907210467 0.322061191626409 0.349070383482287 0.159111748071781 0.313950044426893 0.30164032507354 0.161485475834342 0.235046517574399 0.184592201921266 0.270880361173815 0.0312695434646654 0.12847965738758 0.084841628959276 0.0837287189506001 0.49902966454117 0.194805194805195 0.455109640049648 0.127105179536066 0.0946073793755913 0.402010050251256 0.227790432801822 0.0803212851405622 0.543056633048875 0.0541711809317443 0.179994857289792 0.376540392514833 0.350956320737431 0.398363479758829 0.356123594671995 0.425279324361893 0.389310458594523 0.16597510373444 0.189267166762839 0.435271309057717 0.320711552030104 0.183973834832379 0.183329259349792 0.21362956633198 0.271485157327874 0.377984445532169 0.355714876602785 0.273547298061055 0.267027536459529 0.237220940434797 0.497312503139599 0.459188766512495 0.314541495281878 0.242585759190925 0.273148331419975 0.297796307325789 0.203050971000156 0.484899842289857 0.228413243877161
"been" 0.195354894725418 0.20270568016569 0.246964909363047 0.166861338227933 0.185026199709879 0.265166498190715 0.206462698148764 0.445530324805979 0.296017222820237 0.315330426031533 0.394289166587173 0.348465900122631 0.220330223322362 0.274777593383573 0.348195098065885 0.294235093839978 0.28552862178288 0.282929896259038 0.318447530910341 0.303208661066224 0.224794497567522 0.367192802324974 0.343529823640103 0.378310214375788 0.409761840079688 0.244893960914924 0.199219496220288 0.250040329085336 0.389160766347355 0.272754691249557 0.271624148615263 0.361171640802764 0.33168618425506 0.247597120198809 0.204948031034988 0.24509197138118 0.134455205997704 0.167834929410603 0.234332153362916 0.194354201004163 0.223245018784052 0.21975262133484 0.316027088036117 0.281425891181989 0.214132762312634 0.42420814479638 0.3349148758024 0.415858053784308 0.292207792207792 0.206868018204386 0.127105179536066 0.0946073793755913 0.100502512562814 0.227790432801822 0.481927710843373 0.387897595034911 0.37919826652221 0.22113653895603 0.26814240073026 0.329814373705056 0.249531337082637 0.243351123025863 0.285523221303038 0.358517540965578 0.16597510373444 0.066935949221004 0.23460897247305 0.173184238096256 0.301048093362075 0.209810152366984 0.192266609698782 0.173572477635854 0.209387066949475 0.388804632565835 0.21702926127158 0.355231202348876 0.363955415461606 0.291354799819159 0.242072338868 0.129042664731027 0.3553368867022 0.342820949289418 0.28696735069576 0.361847243192586 0.470776545912483 0.296596301750941
"there" 0.231531727081977 0.18948574450271 0.207051388657908 0.195019189053896 0.230912697237929 0.206566167098844 0.199534419687396 0.330554757114113 0.315239120405966 0.170412613217041 0.140968976226059 0.145700027925839 0.163207572831379 0.193160486437957 0.130573161774707 0.233986955577506 0.206762105428982 0.372748910944447 0.288546354299042 0.315693723580716 0.31202818319074 0.287141290917634 0.334777471445451 0.23297069698848 0.276193063479127 0.173874712249596 0.215593701389078 0.14518470721084 0.162692628071637 0.360613173527059 0.358980658722684 0.350336491578681 0.298807670363888 0.132478163944012 0.351339481774264 0.314410912781918 0.273918772104205 0.223121729687037 0.311611906067707 0.37537036860608 0.313723176176708 0.296352106485842 0.36117381489842 0.312695434646654 0.299785867237687 0.311085972850679 0.404688808261234 0.194067091766011 0.38961038961039 1.48944973107158 0.254210359072132 0.141911069063387 0.904522613065327 0.284738041002278 0.535475234270415 0.232738557020946 0.216684723726977 0.197994343018771 0.165449566408033 0.163497723717036 0.183031869078381 0.233458800951641 0.229921330838762 0.325525129220279 0.33195020746888 0.272360069244085 0.220275948431288 0.287571358320327 0.273173269902624 0.358510551617371 0.128177739799188 0.193600071209222 0.17131669114048 0.388804632565835 0.216275687447721 0.283943307999952 0.146232086569395 0.306424875671874 0.233753701793498 0.185498830550851 0.263085964192975 0.269189659950121 0.184092262710488 0.162701098557817 0.40016006402561 0.308187421589483
"if" 0.267708559438536 0.288635261975058 0.210377515383336 0.329551143000167 0.222031439651855 0.227076282980999 0.325629087684292 0.29893647599885 0.265262186683069 0.236162361623616 0.154747898714321 0.212479207391848 0.21488997089465 0.25573360176293 0.225782758902097 0.23258583608303 0.214638757064372 0.224547536713522 0.186882353820623 0.315693723580716 0.241570206341218 0.292362041661591 0.323837031202136 0.267168230491376 0.364484288689668 0.249791840133222 0.201948530415086 0.177447975479916 0.262911286963765 0.363235814789074 0.319397240080259 0.256431864969963 0.153755403196952 0.103241603625333 0.117113160591421 0.254994677295571 0.105946079224552 0.264586829894363 0.266739791593957 0.226270209502396 0.111130780275762 0.236077101776857 0.0677200902934537 0.0938086303939962 0.0428265524625268 0.084841628959276 0.181412224392967 0.194067091766011 0.12987012987013 0.206868018204386 0.158881474420083 0.0473036896877956 0.201005025125628 0.142369020501139 0.133868808567604 0.0775795190069822 0.162513542795233 0.272563641038827 0.108397991784573 0.132489534736219 0.328064042154329 0.296769662226663 0.403489394315082 0.398108435059936 0.16597510373444 0.0646278130409694 0.371149885712993 0.343161360672211 0.397680814688174 0.364621526929031 0.021362956633198 0.264809292803418 0.217545004622831 0.308837722321798 0.37151189516281 0.276693691625485 0.159230494264453 0.251167930878585 0.182178151931588 0.266150496007743 0.23916905835725 0.135386564269031 0.216579132600574 0.259020148904045 0.386036767648236 0.268641248022691
