"ADream_1831" "ArthurMervyn_1793" "Assignation_1834" "BlithedaleRomance" "ChroniclesOftheCanongate2" "Destiny2" "HarryandLucy1" "HistOfNY" "Klosterheim_2" "LastDayOfPompeii3" "LastMohicans_4" "MinorMorals1" "PericlesAndAspesia2" "PiazzaTales" "QuakerCity" "RealLifeInLondon_1" "RecollectionsofSouthernMatron_2" "Rookwood1" "SheppardLee2" "Spaewife3" "StLeon_1" "TheDoctor2"
"bitter" 0 0.000670915800067092 0.0225733634311512 0.00917924441705241 0.00485377988108239 0.0111499293837806 0 0.00730914007966963 0.0114090131203651 0.00498579049708331 0.00544054840727945 0.0143719459614832 0.00502335861757171 0.00502291705908206 0.00847568633796414 0.00166372741490034 0 0.00683340166735001 0.00586003310918707 0 0.0117144790961629 0.00470776545912483
"crime" 0 0.00603824220060382 0.0225733634311512 0.00393396189302246 0.0145613396432472 0.00557496469189028 0.00203699177055325 0.00274092752987611 0.0114090131203651 0.0523508002193748 0.00272027420363973 0.0172463351537798 0.0125583965439293 0 0.0231155081944477 0.00332745482980069 0 0.010250102501025 0.00732504138648383 0.00818710258439538 0.0143176966730879 0
"frequent" 0 0.00872190540087219 0 0.00131132063100749 0.00485377988108239 0.00185832156396343 0.00611097531165974 0.00548185505975222 0.0342270393610953 0.00997158099416662 0.00544054840727945 0.00574877838459327 0 0.00251145852954103 0.00115577540972238 0.00831863707450171 0.0161303330913783 0.00683340166735001 0.00293001655459353 0 0.00390482636538762 0.0188310618364993
"monikin" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"religious" 0 0.00201274740020127 0 0.00524528252402995 0.00728066982162359 0.00743328625585371 0 0.00456821254979352 0 0.00249289524854166 0.00272027420363973 0.00574877838459327 0.00251167930878585 0.00125572926477052 0.00154103387962984 0.00499118224470103 0.048390999274135 0.00683340166735001 0.00293001655459353 0.0136451709739923 0.00260321757692508 0.028246592754749
"study" 0 0.0134183160013418 0 0.00524528252402995 0.0024268899405412 0.00743328625585371 0 0.00639549756971092 0 0.00498579049708331 0 0.00574877838459327 0.00753503792635756 0.00251145852954103 0.00385258469907461 0.00415931853725086 0.0161303330913783 0 0.00732504138648383 0 0.0104128703077003 0.00235388272956241
"understanding" 0 0.0134183160013418 0 0.00393396189302246 0.00485377988108239 0.00371664312792686 0.0183329259349792 0.00730914007966963 0.0342270393610953 0 0.00544054840727945 0.00287438919229664 0.00502335861757171 0.00376718779431155 0 0.00249559112235051 0.00806516654568917 0 0.00146500827729677 0.00272903419479846 0.0221273494038632 0.0117694136478121
"weakness" 0 0.00738007380073801 0 0.00786792378604493 0 0.00929160781981714 0 0 0 0.00498579049708331 0.00816082261091918 0.00287438919229664 0.00251167930878585 0.00627864632385258 0.000385258469907461 0 0 0 0.00293001655459353 0.00272903419479846 0.0104128703077003 0.00235388272956241
"bodies" 0 0.000670915800067092 0 0.00131132063100749 0.00728066982162359 0 0.00814796708221299 0.00365457003983481 0 0 0.0136013710181986 0.00862316757688991 0 0.00125572926477052 0.00423784316898207 0.00166372741490034 0 0.003416700833675 0.0454152565961998 0.0327484103375815 0.00520643515385016 0.00470776545912483
"buried" 0 0.0100637370010064 0.0225733634311512 0.00655660315503744 0 0.00929160781981714 0.00407398354110649 0.0109637101195044 0 0.00498579049708331 0.0163216452218384 0.0114975567691865 0 0.00627864632385258 0.0123282710370387 0.00166372741490034 0 0.0136668033347 0.0102550579410774 0 0.00911126151923778 0.0117694136478121
"endeavoured" 0 0.0201274740020127 0 0 0.00970755976216479 0 0.00203699177055325 0 0 0.0149573714912499 0 0.00287438919229664 0 0 0.00308206775925969 0.0058230459521512 0 0.0136668033347 0.0117200662183741 0.0109161367791938 0.0286353933461759 0.00470776545912483
"figures" 0 0.00469641060046964 0 0.0118018856790674 0 0 0.024443901246639 0.00548185505975222 0 0 0.00816082261091918 0 0.0100467172351434 0.0113015633829346 0.0107872371574089 0.0108142281968522 0.00806516654568917 0.0273336066694 0 0 0 0.00470776545912483
"raise" 0 0.00268366320026837 0 0.00262264126201498 0.00485377988108239 0.00557496469189028 0.016295934164426 0.00274092752987611 0 0 0 0 0.0150700758527151 0.00125572926477052 0.00924620327777906 0.00499118224470103 0 0.003416700833675 0.00732504138648383 0 0.00390482636538762 0.00470776545912483
"recovered" 0 0.0154310634015431 0.0225733634311512 0.00131132063100749 0.00485377988108239 0.00743328625585371 0.00203699177055325 0.000913642509958703 0 0.0249289524854166 0.00816082261091918 0.00287438919229664 0 0.00879010485339361 0.0019262923495373 0.00499118224470103 0 0.003416700833675 0.0102550579410774 0.00818710258439538 0.0065080439423127 0
"reverence" 0 0.00335457900033546 0 0.00262264126201498 0.00970755976216479 0.00185832156396343 0 0.00639549756971092 0 0 0.0163216452218384 0.00862316757688991 0.0150700758527151 0.00251145852954103 0.00308206775925969 0.00249559112235051 0 0.0136668033347 0.00146500827729677 0.0136451709739923 0.00520643515385016 0
"suffering" 0 0.00201274740020127 0 0.00131132063100749 0.0024268899405412 0.013008250947744 0.00203699177055325 0.00182728501991741 0 0 0.0108810968145589 0.0431158378844496 0 0.0175802097067872 0.00154103387962984 0.00166372741490034 0.00806516654568917 0.00683340166735001 0.0117200662183741 0.00545806838959692 0.00520643515385016 0.00470776545912483
"venerable" 0 0.00335457900033546 0 0.00131132063100749 0.00485377988108239 0 0 0.0191864927091328 0 0.00249289524854166 0.0136013710181986 0.00287438919229664 0.00251167930878585 0.00251145852954103 0.00154103387962984 0.00415931853725086 0 0 0.00732504138648383 0 0.00260321757692508 0.0117694136478121
"circle" 0.0829875518672199 0.000670915800067092 0 0.00655660315503744 0.0024268899405412 0.00185832156396343 0.0183329259349792 0.00182728501991741 0 0.00498579049708331 0.0244824678327575 0.00287438919229664 0 0.00879010485339361 0.00308206775925969 0.00166372741490034 0.00806516654568917 0 0 0 0.0143176966730879 0.00706164818868724
"doors" 0 0.0114055686011406 0 0.00786792378604493 0.0145613396432472 0.00371664312792686 0.00407398354110649 0.0127909951394218 0.0228180262407302 0.00498579049708331 0.00272027420363973 0.00862316757688991 0.00502335861757171 0.00376718779431155 0.0146398218564835 0.00748677336705154 0 0.0136668033347 0.0043950248318903 0.00545806838959692 0.00130160878846254 0.00235388272956241
"informed" 0 0.0194565582019457 0 0.00262264126201498 0.0024268899405412 0 0.00407398354110649 0.00822278258962833 0 0 0 0 0.00753503792635756 0.0100458341181641 0.000770516939814922 0.0166372741490034 0 0.003416700833675 0.00293001655459353 0.00545806838959692 0.00911126151923778 0.00941553091824965
"intention" 0 0.0100637370010064 0 0.00262264126201498 0 0.00557496469189028 0.00203699177055325 0.000913642509958703 0 0 0.0217621936291178 0.0172463351537798 0.00502335861757171 0 0.00115577540972238 0.0183010015639038 0 0.0136668033347 0.0102550579410774 0.0109161367791938 0.0104128703077003 0.0164771791069369
"savages" 0 0 0 0 0.00485377988108239 0 0 0.0356320578883894 0 0 0.0190419194254781 0 0 0.00251145852954103 0.000385258469907461 0 0 0 0 0 0.00130160878846254 0
"sunk" 0 0.0181147266018115 0 0.00131132063100749 0.0024268899405412 0.0111499293837806 0.00203699177055325 0.00365457003983481 0 0.00997158099416662 0.00272027420363973 0.00287438919229664 0.00502335861757171 0.00376718779431155 0.00500836010879699 0.00166372741490034 0 0.010250102501025 0.0043950248318903 0.00818710258439538 0.00911126151923778 0
"affections" 0 0.00939282120093928 0 0.0104905650480599 0.0024268899405412 0.00929160781981714 0 0.00456821254979352 0 0.00498579049708331 0 0.00862316757688991 0.0100467172351434 0.00251145852954103 0.000385258469907461 0.000831863707450171 0.0322606661827567 0 0.00586003310918707 0.00272903419479846 0.0143176966730879 0.0117694136478121
"disappeared" 0 0.022140221402214 0 0.00393396189302246 0.0024268899405412 0.00371664312792686 0 0.00274092752987611 0 0 0.00816082261091918 0.00574877838459327 0.00251167930878585 0.00753437558862309 0.0165661142060208 0.00415931853725086 0.00806516654568917 0.017083504168375 0.00146500827729677 0 0.00390482636538762 0
"disposition" 0 0.00335457900033546 0 0.00524528252402995 0.00728066982162359 0.00185832156396343 0.00203699177055325 0.0100500676095457 0 0 0.0108810968145589 0.0114975567691865 0 0.00502291705908206 0.00231155081944477 0.00166372741490034 0 0.003416700833675 0.0131850744956709 0.00272903419479846 0.0208257406154006 0.00941553091824965
"faint" 0 0.00402549480040255 0 0.00917924441705241 0.0024268899405412 0.00743328625585371 0 0.000913642509958703 0 0.00997158099416662 0.00544054840727945 0.00287438919229664 0 0.00502291705908206 0.0304354191226894 0 0 0.003416700833675 0.0102550579410774 0 0.00260321757692508 0.00235388272956241
"feeble" 0 0.0161019792016102 0 0.00393396189302246 0.0024268899405412 0.00185832156396343 0 0.00456821254979352 0.0114090131203651 0.00498579049708331 0.00816082261091918 0.00287438919229664 0.0125583965439293 0.00376718779431155 0.000770516939814922 0.000831863707450171 0.00806516654568917 0.003416700833675 0.00732504138648383 0.00818710258439538 0.0065080439423127 0.00235388272956241
"habit" 0 0.00738007380073801 0.0225733634311512 0.0104905650480599 0.00728066982162359 0.00371664312792686 0.00814796708221299 0.00365457003983481 0 0 0 0.0258695027306697 0.00251167930878585 0.00627864632385258 0.0019262923495373 0.00748677336705154 0.0241954996370675 0.003416700833675 0.00293001655459353 0.00272903419479846 0.0156193054615505 0.0141232963773745
"profound" 0 0.00738007380073801 0 0.00131132063100749 0.0024268899405412 0.00743328625585371 0 0.0237547052589263 0 0.00498579049708331 0.00272027420363973 0.00287438919229664 0.00251167930878585 0.00125572926477052 0.00115577540972238 0.00249559112235051 0.00806516654568917 0.003416700833675 0 0 0.00520643515385016 0.00706164818868724
"sailor" 0 0 0 0 0 0 0.00203699177055325 0.000913642509958703 0 0.00249289524854166 0 0.00287438919229664 0 0.0276260438249513 0 0.00499118224470103 0 0 0.00146500827729677 0 0 0
"throwing" 0 0.000670915800067092 0.0451467268623025 0.00131132063100749 0.00728066982162359 0.00743328625585371 0.00814796708221299 0.00274092752987611 0.0114090131203651 0 0.0163216452218384 0.00287438919229664 0.0150700758527151 0.00627864632385258 0.00269680928935223 0.00499118224470103 0.00806516654568917 0.010250102501025 0.00146500827729677 0.00272903419479846 0 0
"watched" 0 0.00402549480040255 0 0.00524528252402995 0.0024268899405412 0.00557496469189028 0.00611097531165974 0.00365457003983481 0.0114090131203651 0 0.0163216452218384 0.00862316757688991 0 0.00251145852954103 0.00423784316898207 0.00332745482980069 0.0241954996370675 0.010250102501025 0.00146500827729677 0.00272903419479846 0.0065080439423127 0
"forced" 0 0 0 0.00393396189302246 0.00728066982162359 0.0167248940756709 0.0183329259349792 0.000913642509958703 0.0228180262407302 0.00747868574562497 0.00272027420363973 0.00574877838459327 0.00753503792635756 0.0150687511772462 0.00963146174768652 0.00166372741490034 0.00806516654568917 0.003416700833675 0.00586003310918707 0.00272903419479846 0.00390482636538762 0
"freedom" 0 0.00469641060046964 0 0.00917924441705241 0.0024268899405412 0.00185832156396343 0 0.00182728501991741 0 0.0299147429824999 0 0 0 0.00627864632385258 0.00115577540972238 0.00332745482980069 0 0.010250102501025 0.0131850744956709 0.0163742051687908 0.0117144790961629 0.00706164818868724
"host" 0 0.00201274740020127 0 0 0.00485377988108239 0.00371664312792686 0 0.0127909951394218 0.0114090131203651 0.00498579049708331 0.00544054840727945 0 0.00251167930878585 0.0213473975010988 0.000770516939814922 0.00332745482980069 0 0.003416700833675 0 0.00545806838959692 0.00260321757692508 0.00235388272956241
"hurried" 0 0.00939282120093928 0 0.00262264126201498 0.0024268899405412 0.0185832156396343 0 0.00639549756971092 0 0.0249289524854166 0.00816082261091918 0.00574877838459327 0 0.00879010485339361 0.0161808557361134 0.000831863707450171 0 0.02050020500205 0 0.00545806838959692 0.00911126151923778 0
"offence" 0 0.00268366320026837 0 0.00524528252402995 0.012134449702706 0.00557496469189028 0 0.00639549756971092 0 0.00249289524854166 0 0.0143719459614832 0.00502335861757171 0 0.000385258469907461 0.00415931853725086 0 0.003416700833675 0.0043950248318903 0.0136451709739923 0.00390482636538762 0.00470776545912483
"bell" 0 0.00536732640053673 0 0.00262264126201498 0.00970755976216479 0.0297331450234149 0.0407398354110649 0 0 0 0 0 0 0.0301375023544924 0.00847568633796414 0.00748677336705154 0.0725864989112025 0 0 0.0136451709739923 0.00130160878846254 0.00235388272956241
"crossed" 0 0.00335457900033546 0 0 0.0024268899405412 0.00557496469189028 0.00203699177055325 0.00182728501991741 0 0.0149573714912499 0.00272027420363973 0 0 0.0100458341181641 0.0142545633865761 0.00415931853725086 0.00806516654568917 0.00683340166735001 0.00293001655459353 0 0.00390482636538762 0
"flesh" 0.0829875518672199 0.000670915800067092 0 0.0104905650480599 0.0024268899405412 0 0 0.00456821254979352 0 0.00997158099416662 0.00272027420363973 0 0.00502335861757171 0.00251145852954103 0.0134840464467611 0.00166372741490034 0 0.010250102501025 0.0278351572686386 0.00272903419479846 0.00520643515385016 0.00470776545912483
"foreign" 0 0.0080509896008051 0 0.00131132063100749 0 0.00557496469189028 0 0.00822278258962833 0 0.00249289524854166 0 0.00287438919229664 0.00251167930878585 0.00502291705908206 0.00115577540972238 0.0058230459521512 0 0.003416700833675 0 0.00272903419479846 0.0065080439423127 0.00470776545912483
"mistaken" 0 0.0154310634015431 0 0.00131132063100749 0.00728066982162359 0.0148665725117074 0.00611097531165974 0.00456821254979352 0 0 0.00272027420363973 0 0.00753503792635756 0.00376718779431155 0.000770516939814922 0.00249559112235051 0 0.00683340166735001 0.00586003310918707 0.00545806838959692 0.0117144790961629 0.00235388272956241
"rage" 0 0.0154310634015431 0.0225733634311512 0.00262264126201498 0.00728066982162359 0.00185832156396343 0 0.00548185505975222 0.0114090131203651 0.0149573714912499 0.00272027420363973 0.00287438919229664 0.00502335861757171 0.00125572926477052 0.0107872371574089 0.0058230459521512 0 0.003416700833675 0.0161150910502644 0.00545806838959692 0.0065080439423127 0.00235388272956241
"deserted" 0 0.0120764844012076 0.0225733634311512 0.00262264126201498 0 0.00185832156396343 0 0.00182728501991741 0 0.00498579049708331 0.0163216452218384 0.00287438919229664 0.00251167930878585 0.0100458341181641 0.00385258469907461 0.00249559112235051 0.00806516654568917 0.010250102501025 0.0043950248318903 0 0.00780965273077524 0
"eager" 0 0.00872190540087219 0.0451467268623025 0.00131132063100749 0.0024268899405412 0.00371664312792686 0.0101849588527662 0.00274092752987611 0 0 0.00272027420363973 0 0 0.00879010485339361 0.00154103387962984 0.00998236448940206 0.0241954996370675 0.003416700833675 0.0102550579410774 0.00545806838959692 0.0117144790961629 0
"extended" 0 0.00335457900033546 0 0.00786792378604493 0.00728066982162359 0.00743328625585371 0.00203699177055325 0.00913642509958703 0.0114090131203651 0.00747868574562497 0.00816082261091918 0.00287438919229664 0.00251167930878585 0.00502291705908206 0.0269680928935223 0.00415931853725086 0.0161303330913783 0.003416700833675 0.00586003310918707 0 0.00390482636538762 0.00235388272956241
"fancied" 0 0.00201274740020127 0 0.0131132063100749 0.0024268899405412 0.00371664312792686 0 0.00182728501991741 0.0114090131203651 0.00498579049708331 0.0108810968145589 0.0229951135383731 0.00502335861757171 0 0.00500836010879699 0.00249559112235051 0.0241954996370675 0.00683340166735001 0.00146500827729677 0 0 0
"foolish" 0 0.00268366320026837 0 0.0118018856790674 0.00485377988108239 0.013008250947744 0.0203699177055325 0.000913642509958703 0 0.00249289524854166 0.00544054840727945 0.0114975567691865 0.00502335861757171 0.00502291705908206 0.0019262923495373 0.000831863707450171 0 0 0.0161150910502644 0 0.00130160878846254 0
"horrible" 0 0.00268366320026837 0 0.00524528252402995 0.0024268899405412 0 0.00407398354110649 0.0137046376493805 0 0.00747868574562497 0 0 0.00251167930878585 0.00376718779431155 0.0184924065555581 0.00249559112235051 0.00806516654568917 0.02050020500205 0.0161150910502644 0.00272903419479846 0.00390482636538762 0
"ideas" 0 0.0161019792016102 0 0.0131132063100749 0 0.00743328625585371 0.00407398354110649 0.00456821254979352 0 0 0.00816082261091918 0 0.00251167930878585 0 0.00231155081944477 0.00831863707450171 0.00806516654568917 0 0.00293001655459353 0 0.0195241318269381 0
"imagined" 0 0.0228111372022811 0.0225733634311512 0.0118018856790674 0 0.00557496469189028 0.00611097531165974 0.00548185505975222 0.0114090131203651 0.0149573714912499 0.00544054840727945 0 0.00502335861757171 0.0100458341181641 0.00231155081944477 0 0 0.00683340166735001 0.0087900496637806 0 0.0117144790961629 0
"innocent" 0 0.0100637370010064 0 0.00131132063100749 0.0218420094648708 0.00743328625585371 0 0.00730914007966963 0.0114090131203651 0.0349005334795832 0.00272027420363973 0.00862316757688991 0.00251167930878585 0.00753437558862309 0.0111724956273164 0.00415931853725086 0.00806516654568917 0.00683340166735001 0.00293001655459353 0.00545806838959692 0.0247305669807883 0.00235388272956241
"interests" 0 0.00134183160013418 0 0.00917924441705241 0.00485377988108239 0.00185832156396343 0 0 0.0114090131203651 0 0.00816082261091918 0.00287438919229664 0.0100467172351434 0.00125572926477052 0 0.000831863707450171 0.00806516654568917 0 0.0043950248318903 0.00272903419479846 0.00520643515385016 0
"multitude" 0 0.00134183160013418 0.0225733634311512 0.00655660315503744 0.012134449702706 0 0.00203699177055325 0.0173592076892154 0 0.00747868574562497 0.0571257582764343 0 0.00753503792635756 0.00627864632385258 0.00500836010879699 0.00831863707450171 0 0 0.00293001655459353 0.0163742051687908 0.00390482636538762 0.00235388272956241
"pipe" 0.0829875518672199 0.000670915800067092 0 0.00393396189302246 0 0.00185832156396343 0.0203699177055325 0.058473120637357 0 0 0.00272027420363973 0 0 0.00125572926477052 0.00385258469907461 0.0149735467341031 0 0.02050020500205 0 0 0.00130160878846254 0.00470776545912483
"sisters" 0 0.00469641060046964 0 0.00524528252402995 0 0.00185832156396343 0 0 0 0 0.00272027420363973 0.00574877838459327 0.00251167930878585 0.00125572926477052 0.00731991092824176 0.00166372741490034 0.00806516654568917 0.00683340166735001 0.00732504138648383 0 0.0104128703077003 0
"twice" 0 0.00268366320026837 0 0.0118018856790674 0.0024268899405412 0 0.00407398354110649 0.00456821254979352 0.0114090131203651 0.0149573714912499 0.0136013710181986 0.0114975567691865 0.00251167930878585 0.00251145852954103 0.00539361857870445 0.00748677336705154 0.0241954996370675 0.010250102501025 0.0102550579410774 0 0 0.00235388272956241
"aloud" 0 0.000670915800067092 0 0.00524528252402995 0.00970755976216479 0.00557496469189028 0.00203699177055325 0.00274092752987611 0 0.0473650097222915 0.0163216452218384 0.0114975567691865 0.00502335861757171 0 0.0069346524583343 0.00332745482980069 0 0.003416700833675 0.00293001655459353 0.00818710258439538 0 0.00235388272956241
"dollars" 0 0.0127474002012747 0 0 0 0 0 0 0 0 0 0.00862316757688991 0 0.00753437558862309 0.0196481819652805 0.000831863707450171 0 0 0.0336951903778256 0 0 0
"fond" 0 0.00603824220060382 0 0.00524528252402995 0.0024268899405412 0.0204415372035977 0.0142589423938727 0.00639549756971092 0 0.00498579049708331 0 0 0.017581755161501 0.00125572926477052 0.00154103387962984 0.00831863707450171 0.00806516654568917 0.003416700833675 0.00586003310918707 0.0109161367791938 0.00520643515385016 0.00470776545912483
"gain" 0 0.0107346528010735 0 0.00524528252402995 0.00485377988108239 0.00185832156396343 0.00203699177055325 0.00730914007966963 0 0.00249289524854166 0 0.00287438919229664 0 0.00376718779431155 0.00385258469907461 0.0058230459521512 0.0161303330913783 0.003416700833675 0.0043950248318903 0.0136451709739923 0.0104128703077003 0.00706164818868724
"genius" 0 0.00268366320026837 0.0225733634311512 0.00131132063100749 0 0 0.00611097531165974 0.00639549756971092 0 0.00498579049708331 0 0 0.0452102275581454 0.00251145852954103 0.00539361857870445 0.0116460919043024 0 0 0.0102550579410774 0 0.0156193054615505 0.00706164818868724
"philosophy" 0 0 0 0.00262264126201498 0 0.00371664312792686 0 0.0100500676095457 0 0.0149573714912499 0.00816082261091918 0.00287438919229664 0.0301401517054302 0 0.000385258469907461 0.00166372741490034 0.00806516654568917 0 0.00146500827729677 0 0.00390482636538762 0.0141232963773745
"readily" 0 0.0207983898020798 0 0.00655660315503744 0.00970755976216479 0 0.00203699177055325 0.00639549756971092 0 0.00498579049708331 0.0108810968145589 0.00287438919229664 0.00251167930878585 0.00879010485339361 0 0.00748677336705154 0 0.0136668033347 0.00586003310918707 0.00272903419479846 0.00911126151923778 0
"reflection" 0 0.0161019792016102 0 0.0131132063100749 0 0 0 0.00639549756971092 0 0 0.00816082261091918 0.00862316757688991 0.00753503792635756 0.00627864632385258 0.00231155081944477 0.00415931853725086 0.00806516654568917 0.0136668033347 0.0087900496637806 0.00545806838959692 0.0065080439423127 0.00235388272956241
"stands" 0 0 0 0.00393396189302246 0.00728066982162359 0 0.00407398354110649 0.00548185505975222 0 0.00498579049708331 0.00272027420363973 0 0.0150700758527151 0.00753437558862309 0.00577887704861191 0.00332745482980069 0.0161303330913783 0 0.00586003310918707 0.0191032393635892 0.00520643515385016 0.00235388272956241
"stout" 0 0 0.0225733634311512 0.00393396189302246 0.0145613396432472 0.00743328625585371 0 0.0146182801593393 0 0.00249289524854166 0 0 0.00753503792635756 0.00125572926477052 0.010016720217594 0.00499118224470103 0 0.00683340166735001 0.00146500827729677 0.00272903419479846 0 0
"trembling" 0.0829875518672199 0.00469641060046964 0.0225733634311512 0 0.0024268899405412 0.00929160781981714 0.00203699177055325 0.00365457003983481 0.0228180262407302 0.0249289524854166 0.0136013710181986 0 0 0.00125572926477052 0.0265828344236148 0.00249559112235051 0.00806516654568917 0.003416700833675 0.0043950248318903 0.00545806838959692 0 0.00706164818868724
"useful" 0 0.0127474002012747 0 0.00131132063100749 0.00485377988108239 0 0.0549987778049377 0.00274092752987611 0 0.00249289524854166 0.00272027420363973 0.0833572865766025 0.0100467172351434 0.00627864632385258 0.000385258469907461 0.0149735467341031 0 0 0.0043950248318903 0 0.00520643515385016 0.0117694136478121
"william" 0 0.00201274740020127 0 0 0.0024268899405412 0 0 0.0712641157767789 0 0 0.00544054840727945 0 0.00251167930878585 0 0.000770516939814922 0.00249559112235051 0 0.00683340166735001 0.00146500827729677 0.0436645471167754 0.00130160878846254 0.0164771791069369
"wretched" 0 0.00335457900033546 0 0.00655660315503744 0.012134449702706 0.0222998587675611 0.00611097531165974 0.00182728501991741 0.0114090131203651 0.00747868574562497 0 0.0172463351537798 0.00251167930878585 0.00125572926477052 0.000385258469907461 0.0058230459521512 0 0.00683340166735001 0.0219751241594515 0 0.00260321757692508 0.00235388272956241
"accomplished" 0 0.00872190540087219 0 0.00655660315503744 0.00728066982162359 0.00557496469189028 0.0101849588527662 0.00456821254979352 0.0114090131203651 0 0 0.00287438919229664 0.00502335861757171 0.00251145852954103 0.00308206775925969 0.0058230459521512 0 0.003416700833675 0.00732504138648383 0.00272903419479846 0.00911126151923778 0.00235388272956241
"built" 0 0.00201274740020127 0 0.00917924441705241 0 0 0 0.00913642509958703 0 0.00249289524854166 0 0.00574877838459327 0.00502335861757171 0.0138130219124757 0.00385258469907461 0.0058230459521512 0 0.003416700833675 0.00293001655459353 0.00272903419479846 0.00260321757692508 0.0117694136478121
"deed" 0 0.00939282120093928 0 0 0.0218420094648708 0.0557496469189028 0.00203699177055325 0.000913642509958703 0 0.0124644762427083 0.0108810968145589 0.00862316757688991 0 0.00753437558862309 0.00462310163888953 0.00166372741490034 0 0.010250102501025 0.00586003310918707 0 0.00130160878846254 0.00235388272956241
"knife" 0 0 0 0.00393396189302246 0 0.00185832156396343 0 0 0 0.00249289524854166 0.0272027420363973 0 0 0.00753437558862309 0.0238860251342626 0.000831863707450171 0 0.0136668033347 0.0043950248318903 0 0 0
"mother^s" 0 0.0114055686011406 0.0225733634311512 0.00524528252402995 0 0.00185832156396343 0.016295934164426 0.00639549756971092 0 0 0 0.0143719459614832 0.00251167930878585 0 0 0.000831863707450171 0.0241954996370675 0 0 0.00545806838959692 0.00520643515385016 0.00470776545912483
"prayer" 0 0 0 0.00786792378604493 0.00485377988108239 0.00185832156396343 0 0.000913642509958703 0.0114090131203651 0.0249289524854166 0 0 0.00753503792635756 0.00251145852954103 0.0107872371574089 0.000831863707450171 0.00806516654568917 0.00683340166735001 0.00293001655459353 0 0.00130160878846254 0.0188310618364993
"stretched" 0 0.0100637370010064 0 0.00131132063100749 0.00485377988108239 0 0.0122219506233195 0.00365457003983481 0.0114090131203651 0.0124644762427083 0.0136013710181986 0 0 0 0.00231155081944477 0.00249559112235051 0.00806516654568917 0.003416700833675 0.00732504138648383 0.00545806838959692 0 0
"unable" 0 0.0187856424018786 0 0.00131132063100749 0.012134449702706 0.013008250947744 0 0.000913642509958703 0 0.00498579049708331 0.00544054840727945 0.00862316757688991 0.0150700758527151 0.00376718779431155 0.000385258469907461 0.00665490965960137 0 0.003416700833675 0.0117200662183741 0.0163742051687908 0.0208257406154006 0
"alike" 0 0.00268366320026837 0 0.00655660315503744 0.00728066982162359 0.00743328625585371 0 0.000913642509958703 0.0228180262407302 0.00997158099416662 0.00544054840727945 0.00574877838459327 0.0100467172351434 0.0113015633829346 0.00308206775925969 0.00415931853725086 0 0.003416700833675 0.0043950248318903 0.0136451709739923 0.00520643515385016 0.00941553091824965
"consideration" 0 0.00268366320026837 0 0.00393396189302246 0.00728066982162359 0.00185832156396343 0 0.00822278258962833 0.0114090131203651 0.00498579049708331 0.0108810968145589 0.00862316757688991 0 0.00502291705908206 0.00231155081944477 0.00332745482980069 0 0.00683340166735001 0.0087900496637806 0.00818710258439538 0.00911126151923778 0.0211849445660617
"discourse" 0 0.0114055686011406 0 0.00262264126201498 0.0169882295837884 0.00185832156396343 0 0.00182728501991741 0 0 0.00272027420363973 0.00287438919229664 0.0100467172351434 0 0 0.00249559112235051 0 0.003416700833675 0.00732504138648383 0.0300193761427831 0.00780965273077524 0.0117694136478121
"dreams" 0 0.00335457900033546 0.0677200902934537 0.00524528252402995 0.0024268899405412 0 0 0.00548185505975222 0.0114090131203651 0.0124644762427083 0.00272027420363973 0.00574877838459327 0.00502335861757171 0.00376718779431155 0.00500836010879699 0.000831863707450171 0 0 0.00293001655459353 0.00272903419479846 0.00390482636538762 0.00706164818868724
"evident" 0 0.00402549480040255 0.0225733634311512 0.00393396189302246 0 0.00185832156396343 0 0.00274092752987611 0.0114090131203651 0.00997158099416662 0.00816082261091918 0 0.00251167930878585 0.00251145852954103 0.00577887704861191 0.00748677336705154 0 0.017083504168375 0.00732504138648383 0.00818710258439538 0.00520643515385016 0.00235388272956241
"failed" 0 0.00402549480040255 0.0225733634311512 0.0118018856790674 0.0024268899405412 0.00185832156396343 0 0.00365457003983481 0 0.00249289524854166 0.00544054840727945 0.0114975567691865 0.0125583965439293 0.00376718779431155 0.00308206775925969 0.000831863707450171 0 0.00683340166735001 0.00146500827729677 0 0.0065080439423127 0.00235388272956241
"mistake" 0 0.00738007380073801 0.0225733634311512 0.00786792378604493 0 0.00371664312792686 0.0122219506233195 0.00274092752987611 0 0.00249289524854166 0.00272027420363973 0.0114975567691865 0.00502335861757171 0.00251145852954103 0.00423784316898207 0.00415931853725086 0 0 0.00293001655459353 0.00272903419479846 0.00911126151923778 0.00470776545912483
"stairs" 0 0.00402549480040255 0 0.00262264126201498 0.00728066982162359 0 0.00611097531165974 0 0 0.00249289524854166 0 0 0 0.00879010485339361 0.0496983426180625 0.0166372741490034 0.00806516654568917 0.003416700833675 0.00586003310918707 0 0.00520643515385016 0.00235388272956241
"deemed" 0 0.00670915800067092 0 0.00786792378604493 0.0145613396432472 0.00929160781981714 0 0.00274092752987611 0 0.00498579049708331 0.0217621936291178 0.00862316757688991 0.00251167930878585 0.0175802097067872 0.0019262923495373 0.00249559112235051 0 0.010250102501025 0.0043950248318903 0.00818710258439538 0.00390482636538762 0.0117694136478121
