"ADream_1831" "BelOfPrairieEden" "ConfidenceMan" "Destiny1" "HarryandLucy3" "HistOfNY" "Klosterheim" "LastDayOfPompeii3" "Metzengerstein_1832" "MinorMorals3" "PericlesAndAspesia1" "RealLifeInLondon_2" "RecollectionsofSouthernMatron_1" "Rookwood2" "ScarletLetter" "SheppardLee2" "Spaewife1" "StLeon_1" "TheBravo2" "TheDoctor1" "Wieland" "Woodstock"
"gravity" 0 0 0.00213807701353403 0 0 0.00730914007966963 0 0 0 0 0.00247567647859778 0.00332612672542824 0 0.00361768323565589 0.00120390546934255 0.00586003310918707 0 0 0.00299011766112997 0.00219949411635324 0.00728500139629193 0.00901652277799067
"growing" 0 0.00461627236006924 0.00213807701353403 0 0 0.00548185505975222 0.00570515746234596 0.00997158099416662 0 0.0115331385514378 0.00247567647859778 0.00083153168135706 0 0 0.00963124375474038 0.00732504138648383 0 0.00520643515385016 0.00598023532225993 0 0.00364250069814597 0.000751376898165889
"guess" 0 0.00923254472013849 0.00213807701353403 0.00427469168786201 0.0301962757926522 0 0.00570515746234596 0.00249289524854166 0 0.00384437951714593 0 0.00498919008814236 0 0 0.00240781093868509 0.0043950248318903 0 0.00390482636538762 0 0 0.00121416689938199 0.00826514587982478
"hide" 0 0.0138488170802077 0.00427615402706806 0.00213734584393101 0 0.00730914007966963 0 0.00249289524854166 0 0 0.00495135295719555 0.00249459504407118 0.00806581706726891 0.00361768323565589 0.0168546765707957 0.00146500827729677 0 0.0117144790961629 0.00299011766112997 0 0.00849916829567392 0.00300550759266356
"hut" 0 0.00461627236006924 0.00106903850676701 0.00213734584393101 0 0.00365457003983481 0.0285257873117298 0.00249289524854166 0 0.00768875903429187 0 0 0 0 0 0 0 0.00520643515385016 0 0.00439898823270648 0.00607083449690995 0.00826514587982478
"praise" 0 0.00461627236006924 0.0117594235744372 0 0.00335514175473914 0.00182728501991741 0.00570515746234596 0 0 0.0192218975857297 0.0247567647859778 0.00249459504407118 0.0241974512018067 0 0 0.00293001655459353 0 0.00130160878846254 0.00448517649169495 0.00659848234905972 0 0.00450826138899533
"rare" 0 0 0.00641423104060208 0.00641203753179302 0.00335514175473914 0.00456821254979352 0.00570515746234596 0.00498579049708331 0 0 0.00247567647859778 0.00166306336271412 0.00806581706726891 0.00361768323565589 0.00722343281605528 0.00293001655459353 0 0 0.00448517649169495 0.0109974705817662 0.00607083449690995 0.00826514587982478
"sole" 0 0.00230813618003462 0.00534519253383507 0.00641203753179302 0 0.00182728501991741 0.0399361022364217 0.0149573714912499 0 0.00384437951714593 0.00495135295719555 0.0041576584067853 0 0.00723536647131177 0.00842733828539783 0.00586003310918707 0.00541447831501435 0.00130160878846254 0.00448517649169495 0.00219949411635324 0.00242833379876398 0.00300550759266356
"stones" 0 0.00461627236006924 0.00213807701353403 0.00427469168786201 0.0436168428116088 0.00822278258962833 0 0.0199431619883332 0 0.0230662771028756 0.00495135295719555 0.00249459504407118 0 0.00361768323565589 0.00120390546934255 0.00146500827729677 0.00541447831501435 0.00130160878846254 0.0089703529833899 0.0197954470471792 0.00121416689938199 0.00225413069449767
"deadly" 0 0.00461627236006924 0 0 0 0.00639549756971092 0.0114103149246919 0.0249289524854166 0.0317762948840165 0 0 0 0 0 0.00722343281605528 0.00293001655459353 0 0.00390482636538762 0.00149505883056498 0.00439898823270648 0.00364250069814597 0.00601101518532711
"foul" 0 0.00692440854010387 0.00106903850676701 0.00213734584393101 0 0.00548185505975222 0.00570515746234596 0.00249289524854166 0 0 0 0.00249459504407118 0 0.0108530497069677 0.00361171640802764 0.00293001655459353 0.0108289566300287 0 0.00299011766112997 0.00219949411635324 0.00607083449690995 0.00751376898165889
"glimpse" 0 0.00692440854010387 0.00106903850676701 0 0 0.000913642509958703 0 0.00249289524854166 0 0 0.00495135295719555 0.00166306336271412 0.00806581706726891 0.0108530497069677 0.00240781093868509 0 0 0 0.00598023532225993 0 0.00364250069814597 0.00225413069449767
"lot" 0 0 0.0074832695473691 0.0170987667514481 0 0.00182728501991741 0 0.00249289524854166 0 0.00768875903429187 0.00247567647859778 0 0.00806581706726891 0 0.00481562187737019 0.024905140714045 0.00541447831501435 0.00260321757692508 0.00747529415282491 0.00659848234905972 0.00242833379876398 0.00225413069449767
"merit" 0 0.00230813618003462 0.00641423104060208 0.00427469168786201 0 0.00456821254979352 0.0171154723870379 0.00498579049708331 0 0.0115331385514378 0.00742702943579333 0.00582072176949942 0 0.00361768323565589 0.00120390546934255 0.00293001655459353 0 0.00520643515385016 0.0134555294750848 0.00659848234905972 0.00849916829567392 0.00525963828716122
"reward" 0 0.00230813618003462 0.00534519253383507 0.00641203753179302 0.0100654252642174 0.00365457003983481 0 0.0149573714912499 0 0.00768875903429187 0.00990270591439111 0.00498919008814236 0.00806581706726891 0.00723536647131177 0.00120390546934255 0.0043950248318903 0.00541447831501435 0.00520643515385016 0.00747529415282491 0.00659848234905972 0.00607083449690995 0.00525963828716122
"rush" 0 0.00230813618003462 0.00106903850676701 0 0.00671028350947828 0 0 0.0224360572368749 0 0.00768875903429187 0 0 0.0161316341345378 0.00723536647131177 0.00481562187737019 0.00293001655459353 0 0.00390482636538762 0.00448517649169495 0.00219949411635324 0.00364250069814597 0.00300550759266356
"sentiments" 0 0 0.00641423104060208 0.00427469168786201 0 0 0 0.00249289524854166 0 0 0.00495135295719555 0.00498919008814236 0 0.00361768323565589 0.00240781093868509 0.00586003310918707 0 0.033841828500026 0.00299011766112997 0 0.0218550041888758 0.00450826138899533
"services" 0 0 0.00106903850676701 0.00213734584393101 0.00335514175473914 0.00548185505975222 0 0 0 0.00384437951714593 0.0148540588715867 0.0083153168135706 0.0241974512018067 0.00361768323565589 0.00361171640802764 0.00293001655459353 0 0 0.0134555294750848 0.00439898823270648 0 0.00601101518532711
"size" 0 0 0 0.00213734584393101 0.0369065593021305 0.0100500676095457 0 0.00498579049708331 0 0.0153775180685837 0.00247567647859778 0.00582072176949942 0.00806581706726891 0.00361768323565589 0 0 0 0.00130160878846254 0.00598023532225993 0.00879797646541296 0 0.00525963828716122
"arbaces" 0 0 0 0 0 0 0 0.36146981103854 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"chain" 0.0829875518672199 0 0.00427615402706806 0 0.0134205670189566 0.00639549756971092 0.00570515746234596 0.00997158099416662 0 0 0 0.00249459504407118 0 0 0.00722343281605528 0.00732504138648383 0 0.0065080439423127 0.00149505883056498 0.00439898823270648 0.00364250069814597 0
"cora" 0 0 0 0 0 0 0 0 0 0.00384437951714593 0 0 0 0 0 0 0 0 0 0 0 0
"europe" 0 0 0.00320711552030104 0 0.00335514175473914 0.00913642509958703 0.00570515746234596 0 0 0.0192218975857297 0.00247567647859778 0.00498919008814236 0.00806581706726891 0 0 0 0 0.00520643515385016 0.00149505883056498 0.00439898823270648 0.0157841696919659 0.00225413069449767
"flames" 0 0.00461627236006924 0.00320711552030104 0 0 0.00456821254979352 0 0.00498579049708331 0.127105179536066 0.00384437951714593 0.00495135295719555 0.00166306336271412 0.0322632682690757 0.00361768323565589 0.00120390546934255 0.0043950248318903 0 0.00390482636538762 0 0.00219949411635324 0.00242833379876398 0
"leaplow" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"philosophy" 0 0 0.0416925017639135 0 0 0.0100500676095457 0 0.0149573714912499 0 0.00384437951714593 0.0297081177431733 0.00332612672542824 0 0.00361768323565589 0.00120390546934255 0.00146500827729677 0 0.00390482636538762 0 0.0263939293962389 0 0.00375688449082945
"ride" 0 0.00923254472013849 0.00106903850676701 0.00427469168786201 0.00671028350947828 0 0 0 0.0953288846520496 0 0.00247567647859778 0.00665225345085648 0.00806581706726891 0.00723536647131177 0.00240781093868509 0.00146500827729677 0.00541447831501435 0 0 0.00219949411635324 0 0.00601101518532711
"turns" 0 0.0207732256203116 0.00534519253383507 0 0.0134205670189566 0.00639549756971092 0.00570515746234596 0.00249289524854166 0 0.00384437951714593 0.00495135295719555 0.00498919008814236 0 0 0 0.00146500827729677 0 0.00390482636538762 0.00149505883056498 0.0109974705817662 0.00242833379876398 0.00300550759266356
"west" 0 0.0392383150605886 0.00855230805413611 0.00427469168786201 0.00335514175473914 0.00639549756971092 0 0 0 0.00384437951714593 0 0.0108099118576418 0 0.00361768323565589 0.00120390546934255 0 0.00541447831501435 0.00520643515385016 0 0.0197954470471792 0 0.00375688449082945
"younger" 0 0.00461627236006924 0 0.00854938337572403 0 0.000913642509958703 0.00570515746234596 0.00249289524854166 0 0 0.00247567647859778 0.00498919008814236 0.00806581706726891 0.0180884161782794 0.00361171640802764 0.00732504138648383 0 0.00390482636538762 0.00448517649169495 0.00659848234905972 0.00121416689938199 0.006762392083493
"appears" 0 0.00461627236006924 0.00534519253383507 0.00213734584393101 0.00671028350947828 0.0118773526294631 0 0.00498579049708331 0 0.00768875903429187 0.0272324412645755 0.0241144187593547 0 0.00361768323565589 0.00361171640802764 0.00293001655459353 0 0.0065080439423127 0 0.0109974705817662 0.00121416689938199 0.00150275379633178
"beloved" 0 0.00230813618003462 0.00106903850676701 0.00641203753179302 0 0.00730914007966963 0 0.0274218477339582 0 0.00768875903429187 0.00990270591439111 0.00332612672542824 0 0.00361768323565589 0.00361171640802764 0.0102550579410774 0.00541447831501435 0.0143176966730879 0.00299011766112997 0 0.00121416689938199 0.00375688449082945
"bid" 0 0.00230813618003462 0.00213807701353403 0.00213734584393101 0.00671028350947828 0 0 0 0 0.00384437951714593 0.00247567647859778 0.0041576584067853 0.00806581706726891 0.00361768323565589 0.00481562187737019 0.00293001655459353 0.016243434945043 0.00390482636538762 0.00598023532225993 0 0.00121416689938199 0.00976789967615656
"dragged" 0 0.00923254472013849 0.00106903850676701 0.00213734584393101 0 0.00182728501991741 0.00570515746234596 0.00747868574562497 0 0 0.00247567647859778 0.00166306336271412 0 0.00361768323565589 0.00120390546934255 0.00586003310918707 0 0.00130160878846254 0.00149505883056498 0 0 0.000751376898165889
"edge" 0 0.0138488170802077 0.00106903850676701 0.00213734584393101 0.00671028350947828 0.00182728501991741 0 0.00249289524854166 0 0 0 0.00083153168135706 0.0161316341345378 0.00723536647131177 0.00361171640802764 0 0 0.00130160878846254 0.00299011766112997 0 0.0121416689938199 0.00150275379633178
"enjoyment" 0 0 0 0.00641203753179302 0.00335514175473914 0.00365457003983481 0 0 0 0.0192218975857297 0.00495135295719555 0.00997838017628472 0 0.00361768323565589 0.0108351492240829 0.0043950248318903 0 0.0065080439423127 0.00448517649169495 0.00219949411635324 0.00607083449690995 0.00150275379633178
"forever" 0 0.0276976341604155 0.00534519253383507 0 0 0.00182728501991741 0 0 0 0 0.00247567647859778 0.00083153168135706 0 0 0.0144468656321106 0 0 0.00260321757692508 0 0 0.00971333519505591 0
"garments" 0 0.00923254472013849 0 0 0 0.00456821254979352 0 0.00747868574562497 0 0.0153775180685837 0 0.00249459504407118 0 0.00723536647131177 0.013242960162768 0.00732504138648383 0.00541447831501435 0.00520643515385016 0.00149505883056498 0 0 0.00225413069449767
"glenroy" 0 0 0 0.388996943595443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"neighbours" 0 0 0 0.00427469168786201 0 0 0 0 0 0.0115331385514378 0.00247567647859778 0.0083153168135706 0 0.00361768323565589 0 0.0087900496637806 0 0.00520643515385016 0 0.0153964588144727 0.00242833379876398 0.00225413069449767
"resting" 0 0.0207732256203116 0.00320711552030104 0.00427469168786201 0.00335514175473914 0.00365457003983481 0.0171154723870379 0 0 0 0 0.00166306336271412 0.0161316341345378 0.00361768323565589 0 0 0 0.00260321757692508 0 0.00439898823270648 0 0.00375688449082945
"shriek" 0 0.00461627236006924 0 0 0 0 0.00570515746234596 0.0149573714912499 0.0317762948840165 0 0 0 0.0161316341345378 0 0.00601952734671274 0 0.00541447831501435 0 0 0 0.00242833379876398 0.000751376898165889
"simply" 0 0 0.00427615402706806 0 0 0.00274092752987611 0.00570515746234596 0 0 0 0 0 0.00806581706726891 0 0 0.00146500827729677 0 0.00780965273077524 0.00448517649169495 0.00439898823270648 0.00121416689938199 0.00450826138899533
"steel" 0 0.0207732256203116 0.00427615402706806 0 0.0100654252642174 0.00639549756971092 0 0.00249289524854166 0 0.00384437951714593 0.00247567647859778 0.00166306336271412 0 0 0.00361171640802764 0 0 0 0 0.00219949411635324 0.00607083449690995 0.00901652277799067
"suspected" 0 0 0.00213807701353403 0 0 0.000913642509958703 0.00570515746234596 0 0 0.00384437951714593 0.00742702943579333 0.00332612672542824 0 0.00361768323565589 0.00120390546934255 0.0043950248318903 0 0.00390482636538762 0.0134555294750848 0 0.0145700027925839 0.00826514587982478
"tear" 0 0.00923254472013849 0.00106903850676701 0.00427469168786201 0 0.000913642509958703 0 0.00997158099416662 0 0.0115331385514378 0.0148540588715867 0.0041576584067853 0.00806581706726891 0.00723536647131177 0.00240781093868509 0.0087900496637806 0.0108289566300287 0.00260321757692508 0.00299011766112997 0 0.00364250069814597 0.00150275379633178
"assure" 0 0.00230813618003462 0.00213807701353403 0.0170987667514481 0.00671028350947828 0.000913642509958703 0 0 0 0 0.00990270591439111 0.00332612672542824 0 0.00723536647131177 0.00240781093868509 0.00732504138648383 0.0108289566300287 0.0065080439423127 0.00149505883056498 0.00219949411635324 0.00849916829567392 0.0127734072688201
"century" 0 0 0.00320711552030104 0 0 0.00639549756971092 0 0.00747868574562497 0 0.00768875903429187 0.00742702943579333 0.00083153168135706 0 0.00361768323565589 0.00842733828539783 0 0 0.00390482636538762 0 0.0109974705817662 0 0.000751376898165889
"contained" 0 0 0 0.00427469168786201 0.0167757087736957 0.000913642509958703 0.0171154723870379 0 0 0 0 0.00498919008814236 0 0 0.00481562187737019 0.00732504138648383 0 0.00260321757692508 0.00747529415282491 0.00659848234905972 0.0121416689938199 0.00375688449082945
"emotions" 0 0.0138488170802077 0.00106903850676701 0.00427469168786201 0 0 0 0.00498579049708331 0.0317762948840165 0 0.00247567647859778 0 0.00806581706726891 0 0.00601952734671274 0 0 0.016920914250013 0.00299011766112997 0 0.0242833379876398 0.000751376898165889
"gesture" 0 0.00230813618003462 0.00427615402706806 0 0 0 0 0.00747868574562497 0 0 0 0 0 0.00361768323565589 0.0144468656321106 0 0 0.00130160878846254 0.0119604706445199 0 0.00607083449690995 0.000751376898165889
"glow" 0 0.036930178880554 0 0 0 0.00274092752987611 0.00570515746234596 0.00747868574562497 0 0 0 0 0.0241974512018067 0 0.0120390546934255 0.00146500827729677 0 0 0.00598023532225993 0 0.00121416689938199 0.00150275379633178
"interval" 0 0.0138488170802077 0.0074832695473691 0.00427469168786201 0 0.00365457003983481 0.00570515746234596 0 0 0 0 0.00166306336271412 0 0 0.00361171640802764 0 0.00541447831501435 0.0143176966730879 0.00149505883056498 0.00219949411635324 0.0109275020944379 0.000751376898165889
"marry" 0 0.00230813618003462 0.00320711552030104 0.00854938337572403 0 0.000913642509958703 0 0.00747868574562497 0 0 0 0.00083153168135706 0 0 0.00361171640802764 0.0117200662183741 0 0.00130160878846254 0 0.00879797646541296 0 0.006762392083493
"mother^s" 0 0 0.00213807701353403 0.0341975335028961 0.00671028350947828 0.00639549756971092 0 0 0 0 0.00742702943579333 0 0 0 0.0626030844058125 0 0.00541447831501435 0.00520643515385016 0 0.00219949411635324 0.00607083449690995 0.006762392083493
"seeking" 0 0.00230813618003462 0.00641423104060208 0.00641203753179302 0 0.00456821254979352 0.0114103149246919 0.00498579049708331 0 0.00384437951714593 0.00247567647859778 0.00166306336271412 0.0161316341345378 0.00361768323565589 0.0108351492240829 0.00293001655459353 0 0.00260321757692508 0.00299011766112997 0.00659848234905972 0.00364250069814597 0.00300550759266356
"shake" 0 0 0.00427615402706806 0.014961420907517 0 0.00548185505975222 0 0.00747868574562497 0 0.00384437951714593 0.00990270591439111 0.0041576584067853 0.0241974512018067 0.00723536647131177 0.00120390546934255 0.00586003310918707 0 0 0 0.00659848234905972 0.00607083449690995 0.00601101518532711
"shrieked" 0 0.00692440854010387 0 0 0 0 0 0.0124644762427083 0 0.00768875903429187 0 0 0 0.00723536647131177 0.00240781093868509 0 0 0 0.00448517649169495 0 0.00485666759752796 0
"singing" 0 0.00692440854010387 0.00213807701353403 0 0.00335514175473914 0.00182728501991741 0 0 0 0.0153775180685837 0 0.00249459504407118 0.0403290853363446 0.00361768323565589 0.00120390546934255 0.0087900496637806 0.0108289566300287 0 0.00149505883056498 0.00219949411635324 0 0.00300550759266356
"weak" 0 0.00923254472013849 0.00855230805413611 0.012824075063586 0.00335514175473914 0 0.0114103149246919 0.0124644762427083 0 0.00768875903429187 0.00495135295719555 0.00083153168135706 0 0.00361768323565589 0.00361171640802764 0.00146500827729677 0.00541447831501435 0.00780965273077524 0.00747529415282491 0 0.00121416689938199 0.00450826138899533
"ambition" 0 0 0.00106903850676701 0 0.00335514175473914 0.0109637101195044 0 0.00249289524854166 0 0 0.00495135295719555 0.00332612672542824 0 0 0.00120390546934255 0.00146500827729677 0 0.016920914250013 0.00149505883056498 0.00659848234905972 0 0.00450826138899533
"captive" 0 0 0.00213807701353403 0.00427469168786201 0 0.00365457003983481 0 0 0 0 0 0.00249459504407118 0.00806581706726891 0 0 0 0 0.00130160878846254 0.0179407059667798 0 0 0.00525963828716122
"craft" 0 0 0.00106903850676701 0 0 0.00182728501991741 0 0.00997158099416662 0 0 0 0.00083153168135706 0.00806581706726891 0.00361768323565589 0 0.00293001655459353 0 0.00130160878846254 0.0089703529833899 0.00219949411635324 0 0.000751376898165889
"darted" 0 0.00461627236006924 0 0.00213734584393101 0 0 0 0 0 0 0 0.00166306336271412 0.0161316341345378 0.00361768323565589 0.00120390546934255 0.00293001655459353 0.0108289566300287 0.00130160878846254 0.00448517649169495 0 0.00607083449690995 0.00150275379633178
"destroyed" 0 0.00692440854010387 0.00106903850676701 0 0.00335514175473914 0 0 0.0124644762427083 0 0.0230662771028756 0.00495135295719555 0.00249459504407118 0 0 0.00120390546934255 0.00293001655459353 0.00541447831501435 0.0143176966730879 0.00448517649169495 0.00219949411635324 0.0121416689938199 0.006762392083493
"drive" 0 0.00230813618003462 0.00213807701353403 0.00213734584393101 0.0100654252642174 0.00548185505975222 0 0 0 0 0.00495135295719555 0.00498919008814236 0.0161316341345378 0.00361768323565589 0.00120390546934255 0.0043950248318903 0 0.00130160878846254 0 0.00439898823270648 0.00242833379876398 0.00300550759266356
"eve" 0 0.00230813618003462 0.00213807701353403 0.00641203753179302 0 0.00274092752987611 0 0.0124644762427083 0 0 0.00247567647859778 0.00166306336271412 0 0 0 0 0 0 0 0.00219949411635324 0.00121416689938199 0
"feared" 0 0.00230813618003462 0.00213807701353403 0.00641203753179302 0.00671028350947828 0.000913642509958703 0.00570515746234596 0.00498579049708331 0 0 0.00495135295719555 0 0 0.00723536647131177 0.00361171640802764 0.00146500827729677 0 0.0065080439423127 0.0119604706445199 0 0.00364250069814597 0.00525963828716122
"fields" 0.0829875518672199 0.00461627236006924 0.00106903850676701 0 0 0.00365457003983481 0 0.00997158099416662 0 0.0153775180685837 0 0.0083153168135706 0.0161316341345378 0.00361768323565589 0.00240781093868509 0.0117200662183741 0 0.0195241318269381 0 0.0131969646981194 0.00242833379876398 0
"flash" 0 0.0161569532602424 0.00106903850676701 0 0 0 0 0.00249289524854166 0.0317762948840165 0 0 0.0041576584067853 0 0.0108530497069677 0 0 0.00541447831501435 0.00130160878846254 0 0 0 0.00150275379633178
"mirth" 0 0 0.00106903850676701 0 0 0 0.00570515746234596 0.00747868574562497 0 0 0 0.00997838017628472 0 0.00361768323565589 0.00361171640802764 0.00146500827729677 0 0 0 0.00659848234905972 0.00485666759752796 0.00375688449082945
"monster" 0 0.00230813618003462 0.00106903850676701 0 0 0.000913642509958703 0 0.00498579049708331 0 0.00768875903429187 0 0.00083153168135706 0 0 0 0.00293001655459353 0 0.00130160878846254 0.0119604706445199 0 0 0.00150275379633178
"rate" 0 0 0.0106903850676701 0.00854938337572403 0 0.000913642509958703 0.0228206298493838 0 0 0 0 0.0083153168135706 0 0 0.00240781093868509 0.00293001655459353 0 0.00130160878846254 0 0.00659848234905972 0.00121416689938199 0.00525963828716122
"victory" 0 0 0.00106903850676701 0 0.00335514175473914 0.0146182801593393 0.0171154723870379 0.00997158099416662 0 0.00384437951714593 0.00742702943579333 0.0041576584067853 0.00806581706726891 0 0.00842733828539783 0.00293001655459353 0 0.00130160878846254 0.00299011766112997 0.00219949411635324 0 0.00826514587982478
"cavern" 0 0.0207732256203116 0 0 0 0 0 0.00997158099416662 0 0 0.00247567647859778 0.00166306336271412 0 0 0.00120390546934255 0 0 0.00130160878846254 0 0 0.00121416689938199 0
"citizens" 0 0.00461627236006924 0 0 0 0.0118773526294631 0.0285257873117298 0.0124644762427083 0 0.00384437951714593 0.0247567647859778 0.0157991019457841 0 0 0.00240781093868509 0 0 0.00390482636538762 0.0134555294750848 0.00219949411635324 0 0.00601101518532711
"lively" 0 0.00230813618003462 0.00320711552030104 0.00213734584393101 0 0.000913642509958703 0 0.00498579049708331 0 0 0.00247567647859778 0.00748378513221354 0 0 0 0.00293001655459353 0.00541447831501435 0.00390482636538762 0 0.00439898823270648 0.00242833379876398 0.000751376898165889
"murdered" 0 0.00923254472013849 0.00106903850676701 0.00213734584393101 0 0 0.00570515746234596 0.00997158099416662 0 0.0153775180685837 0.00247567647859778 0.00083153168135706 0 0 0.00120390546934255 0.0102550579410774 0 0 0 0 0 0.00300550759266356
"notes" 0 0.00461627236006924 0.00106903850676701 0.00213734584393101 0.00671028350947828 0.00730914007966963 0 0.00249289524854166 0 0 0.00247567647859778 0.00498919008814236 0.00806581706726891 0.0144707329426235 0 0.00732504138648383 0 0 0.00149505883056498 0.00659848234905972 0 0.00150275379633178
"numbers" 0 0 0 0 0.00671028350947828 0.00274092752987611 0.00570515746234596 0.00498579049708331 0 0.0230662771028756 0.00247567647859778 0.00748378513221354 0 0 0.00120390546934255 0.00732504138648383 0.0108289566300287 0.00520643515385016 0.00299011766112997 0.00219949411635324 0.00121416689938199 0.00225413069449767
"profession" 0 0 0.00320711552030104 0.00854938337572403 0.00671028350947828 0.00274092752987611 0 0.00747868574562497 0 0 0 0.0108099118576418 0 0 0.00963124375474038 0.00586003310918707 0 0 0.00448517649169495 0.0219949411635324 0.00485666759752796 0.00601101518532711
"refuse" 0 0 0.00213807701353403 0.00854938337572403 0 0 0.0171154723870379 0.00997158099416662 0 0.00384437951714593 0.00495135295719555 0.00083153168135706 0 0.00723536647131177 0 0.0087900496637806 0 0.0104128703077003 0.0164456471362148 0.00219949411635324 0.00485666759752796 0.006762392083493
"respects" 0 0 0.00320711552030104 0.00641203753179302 0 0.00182728501991741 0.00570515746234596 0.00249289524854166 0 0 0 0.00249459504407118 0.00806581706726891 0 0.00120390546934255 0.00293001655459353 0 0.00260321757692508 0.00598023532225993 0.00659848234905972 0.00485666759752796 0.00826514587982478
"stole" 0.16597510373444 0.00692440854010387 0.00320711552030104 0 0 0.00456821254979352 0.00570515746234596 0.00498579049708331 0 0 0.00247567647859778 0.00249459504407118 0 0 0.00722343281605528 0 0 0 0.00747529415282491 0.00219949411635324 0.00242833379876398 0.00300550759266356
"sugar" 0 0 0 0.00427469168786201 0 0.000913642509958703 0 0 0 0.00384437951714593 0 0.00498919008814236 0 0 0 0 0 0 0 0.0109974705817662 0 0
"tidings" 0 0 0.00320711552030104 0.00213734584393101 0 0.00730914007966963 0 0 0 0 0 0.00083153168135706 0 0.00361768323565589 0.00601952734671274 0.00146500827729677 0.0216579132600574 0.00260321757692508 0.00598023532225993 0 0.0182125034907298 0.00375688449082945
"toil" 0 0.00461627236006924 0.00106903850676701 0 0 0.00182728501991741 0.00570515746234596 0.00498579049708331 0 0.00384437951714593 0 0 0 0 0.0120390546934255 0.00732504138648383 0 0.00260321757692508 0.0089703529833899 0 0.00121416689938199 0.000751376898165889
"amusement" 0 0 0.00213807701353403 0.00641203753179302 0.0369065593021305 0.00274092752987611 0 0.00249289524854166 0 0.00768875903429187 0 0.0216198237152836 0 0.00361768323565589 0.00240781093868509 0.0087900496637806 0 0.0117144790961629 0.00448517649169495 0.00219949411635324 0.00121416689938199 0.00150275379633178
"deepest" 0 0 0 0 0 0.00182728501991741 0 0.00249289524854166 0 0 0 0 0 0.00361768323565589 0.00481562187737019 0 0 0.00390482636538762 0.00149505883056498 0 0.0121416689938199 0.00150275379633178
"desirous" 0 0 0.00106903850676701 0 0 0.00182728501991741 0 0 0 0 0.00990270591439111 0.0108099118576418 0 0 0.00120390546934255 0.00146500827729677 0 0.0143176966730879 0 0.00219949411635324 0.0121416689938199 0.00976789967615656
"devoted" 0 0 0.00320711552030104 0.00641203753179302 0 0.00456821254979352 0 0.00249289524854166 0 0 0 0.00914684849492766 0.00806581706726891 0 0.00481562187737019 0.0043950248318903 0 0.00520643515385016 0.00598023532225993 0 0.0133558358932019 0.00751376898165889
"earnestly" 0 0.00230813618003462 0.00641423104060208 0.00427469168786201 0.00335514175473914 0.000913642509958703 0.00570515746234596 0.00249289524854166 0 0.00768875903429187 0.00247567647859778 0 0.0161316341345378 0 0.00842733828539783 0.00146500827729677 0.00541447831501435 0.0065080439423127 0.0089703529833899 0.00439898823270648 0.00242833379876398 0
"fought" 0 0.00230813618003462 0.00106903850676701 0.00213734584393101 0 0.00182728501991741 0.00570515746234596 0.00249289524854166 0 0 0.00247567647859778 0.00166306336271412 0 0.00361768323565589 0.00240781093868509 0.00146500827729677 0 0.00390482636538762 0 0 0 0.013524784166986
"iii" 0 0.00230813618003462 0 0.00427469168786201 0.023485992283174 0 0 0.0149573714912499 0 0.0384437951714593 0 0.00582072176949942 0 0.00361768323565589 0.00120390546934255 0.00732504138648383 0.0108289566300287 0.00390482636538762 0.00149505883056498 0.0109974705817662 0.00242833379876398 0.00751376898165889
"loves" 0 0.00461627236006924 0.00641423104060208 0.00213734584393101 0 0.000913642509958703 0 0.00249289524854166 0 0.00384437951714593 0.00990270591439111 0.00332612672542824 0 0.00361768323565589 0.00481562187737019 0.00146500827729677 0 0.00260321757692508 0.00448517649169495 0.00219949411635324 0 0.00450826138899533
"parents" 0 0 0.00106903850676701 0.0406095710346891 0 0.000913642509958703 0 0 0.0317762948840165 0.0192218975857297 0.00247567647859778 0.00166306336271412 0.0322632682690757 0 0.00361171640802764 0.0043950248318903 0 0.00780965273077524 0.00598023532225993 0.00659848234905972 0.00242833379876398 0.000751376898165889
"personage" 0 0 0.00213807701353403 0 0 0 0 0 0 0 0 0.00498919008814236 0 0.0144707329426235 0.013242960162768 0.0131850744956709 0 0 0 0.00879797646541296 0.00242833379876398 0.00375688449082945
"poverty" 0 0.00230813618003462 0.00213807701353403 0.014961420907517 0 0.00730914007966963 0 0 0 0.00768875903429187 0.00495135295719555 0.0041576584067853 0 0 0.00120390546934255 0.00586003310918707 0.00541447831501435 0.0299370021346384 0 0.00439898823270648 0.00485666759752796 0.00300550759266356
"quality" 0 0 0.0074832695473691 0 0 0.00548185505975222 0 0 0 0.00384437951714593 0.00247567647859778 0.00498919008814236 0 0.0108530497069677 0.013242960162768 0 0 0.00130160878846254 0.00598023532225993 0 0.00121416689938199 0.00751376898165889
"ralph" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131850744956709 0.00541447831501435 0 0 0 0 0.000751376898165889
"secured" 0 0 0.00320711552030104 0.00213734584393101 0.00335514175473914 0.000913642509958703 0.0171154723870379 0.00249289524854166 0 0 0 0.00582072176949942 0 0.00361768323565589 0 0.0102550579410774 0 0.00390482636538762 0.00747529415282491 0.00879797646541296 0.00849916829567392 0.00525963828716122
